diversity,seed,phase,kind,phase_env_steps,total_env_steps,success_rate
16,0,4,periodic,48234496,199229440,0.30859375
16,0,4,periodic,50331648,201326592,0.3212890625
16,0,4,phase_end,50331648,201326592,0.3212890625
16,1,1,phase_start,0,0,0.0263671875
16,1,1,periodic,2097152,2097152,0.3271484375
16,1,1,periodic,4194304,4194304,0.3369140625
16,1,1,periodic,6291456,6291456,0.333984375
16,1,1,periodic,8388608,8388608,0.3427734375
16,1,1,periodic,10485760,10485760,0.333984375
16,1,1,periodic,12582912,12582912,0.3525390625
16,1,1,periodic,14680064,14680064,0.3388671875
16,1,1,periodic,16777216,16777216,0.3603515625
16,1,1,periodic,18874368,18874368,0.33203125
16,1,1,periodic,20971520,20971520,0.373046875
16,1,1,periodic,23068672,23068672,0.376953125
16,1,1,periodic,25165824,25165824,0.36328125
16,1,1,periodic,27262976,27262976,0.3310546875
16,1,1,periodic,29360128,29360128,0.341796875
16,1,1,periodic,31457280,31457280,0.3232421875
16,1,1,periodic,33554432,33554432,0.3212890625
16,1,1,periodic,35651584,35651584,0.3408203125
16,1,1,periodic,37748736,37748736,0.3525390625
16,1,1,periodic,39845888,39845888,0.30859375
16,1,1,periodic,41943040,41943040,0.3232421875
16,1,1,periodic,44040192,44040192,0.328125
16,1,1,periodic,46137344,46137344,0.306640625
16,1,1,periodic,48234496,48234496,0.3818359375
16,1,1,periodic,50331648,50331648,0.3369140625
16,1,1,phase_end,50331648,50331648,0.3369140625
16,1,2,phase_start,0,50331648,0.5302734375
16,1,2,periodic,2097152,52428800,0.49609375
16,1,2,periodic,4194304,54525952,0.5146484375
16,1,2,periodic,6291456,56623104,0.509765625
16,1,2,periodic,8388608,58720256,0.5234375
16,1,2,periodic,10485760,60817408,0.513671875
16,1,2,periodic,12582912,62914560,0.521484375
16,1,2,periodic,14680064,65011712,0.5283203125
16,1,2,periodic,16777216,67108864,0.517578125
16,1,2,periodic,18874368,69206016,0.55078125
16,1,2,periodic,20971520,71303168,0.5244140625
16,1,2,periodic,23068672,73400320,0.509765625
16,1,2,periodic,25165824,75497472,0.5166015625
16,1,2,periodic,27262976,77594624,0.521484375
16,1,2,periodic,29360128,79691776,0.5146484375
16,1,2,periodic,31457280,81788928,0.5302734375
16,1,2,periodic,33554432,83886080,0.505859375
16,1,2,periodic,35651584,85983232,0.5107421875
16,1,2,periodic,37748736,88080384,0.5029296875
16,1,2,periodic,39845888,90177536,0.5107421875
16,1,2,periodic,41943040,92274688,0.5244140625
16,1,2,periodic,44040192,94371840,0.51171875
16,1,2,periodic,46137344,96468992,0.5341796875
16,1,2,periodic,48234496,98566144,0.513671875
16,1,2,periodic,50331648,100663296,0.513671875
16,1,2,phase_end,50331648,100663296,0.513671875
16,1,3,phase_start,0,100663296,0.5029296875
16,1,3,periodic,2097152,102760448,0.478515625
16,1,3,periodic,4194304,104857600,0.427734375
16,1,3,periodic,6291456,106954752,0.4716796875
16,1,3,periodic,8388608,109051904,0.458984375
16,1,3,periodic,10485760,111149056,0.4912109375
16,1,3,periodic,12582912,113246208,0.458984375
16,1,3,periodic,14680064,115343360,0.48828125
16,1,3,periodic,16777216,117440512,0.482421875
16,1,3,periodic,18874368,119537664,0.44921875
16,1,3,periodic,20971520,121634816,0.50390625
16,1,3,periodic,23068672,123731968,0.5068359375
16,1,3,periodic,25165824,125829120,0.5029296875
16,1,3,periodic,27262976,127926272,0.50390625
16,1,3,periodic,29360128,130023424,0.466796875
16,1,3,periodic,31457280,132120576,0.44921875
16,1,3,periodic,33554432,134217728,0.4931640625
16,1,3,periodic,35651584,136314880,0.4794921875
16,1,3,periodic,37748736,138412032,0.5
16,1,3,periodic,39845888,140509184,0.4951171875
16,1,3,periodic,41943040,142606336,0.5029296875
16,1,3,periodic,44040192,144703488,0.458984375
16,1,3,periodic,46137344,146800640,0.50390625
16,1,3,periodic,48234496,148897792,0.4296875
16,1,3,periodic,50331648,150994944,0.484375
16,1,3,phase_end,50331648,150994944,0.484375
16,1,4,phase_start,0,150994944,0.3349609375
16,1,4,periodic,2097152,153092096,0.30859375
16,1,4,periodic,4194304,155189248,0.3193359375
16,1,4,periodic,6291456,157286400,0.3388671875
16,1,4,periodic,8388608,159383552,0.3583984375
16,1,4,periodic,10485760,161480704,0.330078125
16,1,4,periodic,12582912,163577856,0.3369140625
16,1,4,periodic,14680064,165675008,0.3095703125
16,1,4,periodic,16777216,167772160,0.3125
16,1,4,periodic,18874368,169869312,0.296875
16,1,4,periodic,20971520,171966464,0.314453125
16,1,4,periodic,23068672,174063616,0.3115234375
16,1,4,periodic,25165824,176160768,0.3701171875
16,1,4,periodic,27262976,178257920,0.30078125
16,1,4,periodic,29360128,180355072,0.3271484375
16,1,4,periodic,31457280,182452224,0.33984375
16,1,4,periodic,33554432,184549376,0.341796875
16,1,4,periodic,35651584,186646528,0.3203125
16,1,4,periodic,37748736,188743680,0.30859375
16,1,4,periodic,39845888,190840832,0.328125
16,1,4,periodic,41943040,192937984,0.3212890625
16,1,4,periodic,44040192,195035136,0.30078125
16,1,4,periodic,46137344,197132288,0.298828125
16,1,4,periodic,48234496,199229440,0.328125
16,1,4,periodic,50331648,201326592,0.314453125
16,1,4,phase_end,50331648,201326592,0.314453125
16,2,1,phase_start,0,0,0.03515625
16,2,1,periodic,2097152,2097152,0.0
16,2,1,periodic,4194304,4194304,0.0
16,2,1,periodic,6291456,6291456,0.0
16,2,1,periodic,8388608,8388608,0.0
16,2,1,periodic,10485760,10485760,0.0
16,2,1,periodic,12582912,12582912,0.0
16,2,1,periodic,14680064,14680064,0.0078125
16,2,1,periodic,16777216,16777216,0.0
16,2,1,periodic,18874368,18874368,0.0
16,2,1,periodic,20971520,20971520,0.0
16,2,1,periodic,23068672,23068672,0.0
16,2,1,periodic,25165824,25165824,0.0
16,2,1,periodic,27262976,27262976,0.0
16,2,1,periodic,29360128,29360128,0.0
16,2,1,periodic,31457280,31457280,0.0
16,2,1,periodic,33554432,33554432,0.0
16,2,1,periodic,35651584,35651584,0.0
16,2,1,periodic,37748736,37748736,0.0
16,2,1,periodic,39845888,39845888,0.0
16,2,1,periodic,41943040,41943040,0.0
16,2,1,periodic,44040192,44040192,0.0
16,2,1,periodic,46137344,46137344,0.0
16,2,1,periodic,48234496,48234496,0.0
16,2,1,periodic,50331648,50331648,0.0
16,2,1,phase_end,50331648,50331648,0.0
16,2,2,phase_start,0,50331648,0.0
16,2,2,periodic,2097152,52428800,0.0
16,2,2,periodic,4194304,54525952,0.0
16,2,2,periodic,6291456,56623104,0.0
16,2,2,periodic,8388608,58720256,0.0
16,2,2,periodic,10485760,60817408,0.0
16,2,2,periodic,12582912,62914560,0.0
16,2,2,periodic,14680064,65011712,0.0
16,2,2,periodic,16777216,67108864,0.0
16,2,2,periodic,18874368,69206016,0.0
16,2,2,periodic,20971520,71303168,0.0
16,2,2,periodic,23068672,73400320,0.0
16,2,2,periodic,25165824,75497472,0.0
16,2,2,periodic,27262976,77594624,0.0
16,2,2,periodic,29360128,79691776,0.0
16,2,2,periodic,31457280,81788928,0.0
16,2,2,periodic,33554432,83886080,0.0
16,2,2,periodic,35651584,85983232,0.0
16,2,2,periodic,37748736,88080384,0.0
16,2,2,periodic,39845888,90177536,0.0
16,2,2,periodic,41943040,92274688,0.0
16,2,2,periodic,44040192,94371840,0.0
16,2,2,periodic,46137344,96468992,0.0
16,2,2,periodic,48234496,98566144,0.0
16,2,2,periodic,50331648,100663296,0.0
16,2,2,phase_end,50331648,100663296,0.0
16,2,3,phase_start,0,100663296,0.0
16,2,3,periodic,2097152,102760448,0.0
16,2,3,periodic,4194304,104857600,0.0
16,2,3,periodic,6291456,106954752,0.0
16,2,3,periodic,8388608,109051904,0.0
16,2,3,periodic,10485760,111149056,0.0
16,2,3,periodic,12582912,113246208,0.0
16,2,3,periodic,14680064,115343360,0.0
16,2,3,periodic,16777216,117440512,0.0
16,2,3,periodic,18874368,119537664,0.0
16,2,3,periodic,20971520,121634816,0.0
16,2,3,periodic,23068672,123731968,0.0
16,2,3,periodic,25165824,125829120,0.0
16,2,3,periodic,27262976,127926272,0.0
16,2,3,periodic,29360128,130023424,0.0
16,2,3,periodic,31457280,132120576,0.0
16,2,3,periodic,33554432,134217728,0.0
16,2,3,periodic,35651584,136314880,0.0
16,2,3,periodic,37748736,138412032,0.0
16,2,3,periodic,39845888,140509184,0.0
16,2,3,periodic,41943040,142606336,0.0
16,2,3,periodic,44040192,144703488,0.0
16,2,3,periodic,46137344,146800640,0.0
16,2,3,periodic,48234496,148897792,0.0
16,2,3,periodic,50331648,150994944,0.0
16,2,3,phase_end,50331648,150994944,0.0
16,2,4,phase_start,0,150994944,0.0
16,2,4,periodic,2097152,153092096,0.0
16,2,4,periodic,4194304,155189248,0.0
16,2,4,periodic,6291456,157286400,0.0
16,2,4,periodic,8388608,159383552,0.0
16,2,4,periodic,10485760,161480704,0.0
16,2,4,periodic,12582912,163577856,0.0
16,2,4,periodic,14680064,165675008,0.0
16,2,4,periodic,16777216,167772160,0.0
16,2,4,periodic,18874368,169869312,0.0
16,2,4,periodic,20971520,171966464,0.0
16,2,4,periodic,23068672,174063616,0.0
16,2,4,periodic,25165824,176160768,0.0
16,2,4,periodic,27262976,178257920,0.0
16,2,4,periodic,29360128,180355072,0.0
16,2,4,periodic,31457280,182452224,0.0
16,2,4,periodic,33554432,184549376,0.0
16,2,4,periodic,35651584,186646528,0.0
16,2,4,periodic,37748736,188743680,0.0
16,2,4,periodic,39845888,190840832,0.0
16,2,4,periodic,41943040,192937984,0.0
16,2,4,periodic,44040192,195035136,0.0
16,2,4,periodic,46137344,197132288,0.0
16,2,4,periodic,48234496,199229440,0.0
16,2,4,periodic,50331648,201326592,0.0
16,2,4,phase_end,50331648,201326592,0.0
16,3,1,phase_start,0,0,0.03125
16,3,1,periodic,2097152,2097152,0.15625
16,3,1,periodic,4194304,4194304,0.33984375
16,3,1,periodic,6291456,6291456,0.3505859375
16,3,1,periodic,8388608,8388608,0.3779296875
16,3,1,periodic,10485760,10485760,0.3388671875
16,3,1,periodic,12582912,12582912,0.3525390625
16,3,1,periodic,14680064,14680064,0.33984375
16,3,1,periodic,16777216,16777216,0.353515625
16,3,1,periodic,18874368,18874368,0.3583984375
16,3,1,periodic,20971520,20971520,0.345703125
16,3,1,periodic,23068672,23068672,0.34375
16,3,1,periodic,25165824,25165824,0.34375
16,3,1,periodic,27262976,27262976,0.35546875
16,3,1,periodic,29360128,29360128,0.3310546875
16,3,1,periodic,31457280,31457280,0.3740234375
16,3,1,periodic,33554432,33554432,0.32421875
16,3,1,periodic,35651584,35651584,0.3828125
16,3,1,periodic,37748736,37748736,0.322265625
16,3,1,periodic,39845888,39845888,0.357421875
16,3,1,periodic,41943040,41943040,0.32421875
16,3,1,periodic,44040192,44040192,0.322265625
16,3,1,periodic,46137344,46137344,0.345703125
16,3,1,periodic,48234496,48234496,0.3369140625
16,3,1,periodic,50331648,50331648,0.34765625
16,3,1,phase_end,50331648,50331648,0.34765625
16,3,2,phase_start,0,50331648,0.5087890625
16,3,2,periodic,2097152,52428800,0.5146484375
16,3,2,periodic,4194304,54525952,0.521484375
16,3,2,periodic,6291456,56623104,0.5078125
16,3,2,periodic,8388608,58720256,0.5009765625
16,3,2,periodic,10485760,60817408,0.5087890625
16,3,2,periodic,12582912,62914560,0.51953125
16,3,2,periodic,14680064,65011712,0.5107421875
16,3,2,periodic,16777216,67108864,0.53125
16,3,2,periodic,18874368,69206016,0.5283203125
16,3,2,periodic,20971520,71303168,0.5185546875
16,3,2,periodic,23068672,73400320,0.501953125
16,3,2,periodic,25165824,75497472,0.4921875
16,3,2,periodic,27262976,77594624,0.509765625
16,3,2,periodic,29360128,79691776,0.51171875
16,3,2,periodic,31457280,81788928,0.4990234375
16,3,2,periodic,33554432,83886080,0.5146484375
16,3,2,periodic,35651584,85983232,0.4873046875
16,3,2,periodic,37748736,88080384,0.513671875
16,3,2,periodic,39845888,90177536,0.5263671875
16,3,2,periodic,41943040,92274688,0.509765625
16,3,2,periodic,44040192,94371840,0.517578125
16,3,2,periodic,46137344,96468992,0.513671875
16,3,2,periodic,48234496,98566144,0.5107421875
16,3,2,periodic,50331648,100663296,0.5283203125
16,3,2,phase_end,50331648,100663296,0.5283203125
16,3,3,phase_start,0,100663296,0.5068359375
16,3,3,periodic,2097152,102760448,0.4609375
16,3,3,periodic,4194304,104857600,0.4912109375
16,3,3,periodic,6291456,106954752,0.482421875
16,3,3,periodic,8388608,109051904,0.4658203125
16,3,3,periodic,10485760,111149056,0.5009765625
16,3,3,periodic,12582912,113246208,0.4794921875
16,3,3,periodic,14680064,115343360,0.4619140625
16,3,3,periodic,16777216,117440512,0.5009765625
16,3,3,periodic,18874368,119537664,0.5
16,3,3,periodic,20971520,121634816,0.486328125
16,3,3,periodic,23068672,123731968,0.5029296875
16,3,3,periodic,25165824,125829120,0.4541015625
16,3,3,periodic,27262976,127926272,0.4990234375
16,3,3,periodic,29360128,130023424,0.4375
16,3,3,periodic,31457280,132120576,0.505859375
16,3,3,periodic,33554432,134217728,0.4609375
16,3,3,periodic,35651584,136314880,0.5
16,3,3,periodic,37748736,138412032,0.455078125
16,3,3,periodic,39845888,140509184,0.501953125
16,3,3,periodic,41943040,142606336,0.5087890625
16,3,3,periodic,44040192,144703488,0.470703125
16,3,3,periodic,46137344,146800640,0.5068359375
16,3,3,periodic,48234496,148897792,0.48828125
16,3,3,periodic,50331648,150994944,0.5029296875
16,3,3,phase_end,50331648,150994944,0.5029296875
16,3,4,phase_start,0,150994944,0.322265625
16,3,4,periodic,2097152,153092096,0.3212890625
16,3,4,periodic,4194304,155189248,0.3271484375
16,3,4,periodic,6291456,157286400,0.333984375
16,3,4,periodic,8388608,159383552,0.3330078125
16,3,4,periodic,10485760,161480704,0.318359375
16,3,4,periodic,12582912,163577856,0.3359375
16,3,4,periodic,14680064,165675008,0.318359375
16,3,4,periodic,16777216,167772160,0.3134765625
16,3,4,periodic,18874368,169869312,0.3173828125
16,3,4,periodic,20971520,171966464,0.3408203125
16,3,4,periodic,23068672,174063616,0.296875
16,3,4,periodic,25165824,176160768,0.341796875
16,3,4,periodic,27262976,178257920,0.306640625
16,3,4,periodic,29360128,180355072,0.3193359375
16,3,4,periodic,31457280,182452224,0.328125
16,3,4,periodic,33554432,184549376,0.3125
16,3,4,periodic,35651584,186646528,0.3388671875
16,3,4,periodic,37748736,188743680,0.3310546875
16,3,4,periodic,39845888,190840832,0.3388671875
16,3,4,periodic,41943040,192937984,0.32421875
16,3,4,periodic,44040192,195035136,0.3291015625
16,3,4,periodic,46137344,197132288,0.337890625
16,3,4,periodic,48234496,199229440,0.333984375
16,3,4,periodic,50331648,201326592,0.2919921875
16,3,4,phase_end,50331648,201326592,0.2919921875
16,4,1,phase_start,0,0,0.037109375
16,4,1,periodic,2097152,2097152,0.0185546875
16,4,1,periodic,4194304,4194304,0.359375
16,4,1,periodic,6291456,6291456,0.330078125
16,4,1,periodic,8388608,8388608,0.3193359375
16,4,1,periodic,10485760,10485760,0.330078125
16,4,1,periodic,12582912,12582912,0.361328125
16,4,1,periodic,14680064,14680064,0.3603515625
16,4,1,periodic,16777216,16777216,0.3310546875
16,4,1,periodic,18874368,18874368,0.3486328125
16,4,1,periodic,20971520,20971520,0.35546875
16,4,1,periodic,23068672,23068672,0.0
16,4,1,periodic,25165824,25165824,0.0
16,4,1,periodic,27262976,27262976,0.0
16,4,1,periodic,29360128,29360128,0.0
16,4,1,periodic,31457280,31457280,0.0
16,4,1,periodic,33554432,33554432,0.0
16,4,1,periodic,35651584,35651584,0.0
16,4,1,periodic,37748736,37748736,0.0
16,4,1,periodic,39845888,39845888,0.0029296875
16,4,1,periodic,41943040,41943040,0.3173828125
16,4,1,periodic,44040192,44040192,0.314453125
16,4,1,periodic,46137344,46137344,0.34765625
16,4,1,periodic,48234496,48234496,0.33203125
16,4,1,periodic,50331648,50331648,0.345703125
16,4,1,phase_end,50331648,50331648,0.345703125
16,4,2,phase_start,0,50331648,0.50390625
16,4,2,periodic,2097152,52428800,0.529296875
16,4,2,periodic,4194304,54525952,0.5166015625
16,4,2,periodic,6291456,56623104,0.5009765625
16,4,2,periodic,8388608,58720256,0.517578125
16,4,2,periodic,10485760,60817408,0.5107421875
16,4,2,periodic,12582912,62914560,0.521484375
16,4,2,periodic,14680064,65011712,0.5224609375
16,4,2,periodic,16777216,67108864,0.5126953125
16,4,2,periodic,18874368,69206016,0.5087890625
16,4,2,periodic,20971520,71303168,0.5419921875
16,4,2,periodic,23068672,73400320,0.505859375
16,4,2,periodic,25165824,75497472,0.505859375
16,4,2,periodic,27262976,77594624,0.5146484375
16,4,2,periodic,29360128,79691776,0.53125
16,4,2,periodic,31457280,81788928,0.525390625
16,4,2,periodic,33554432,83886080,0.5185546875
16,4,2,periodic,35651584,85983232,0.517578125
16,4,2,periodic,37748736,88080384,0.5302734375
16,4,2,periodic,39845888,90177536,0.515625
16,4,2,periodic,41943040,92274688,0.5146484375
16,4,2,periodic,44040192,94371840,0.5009765625
16,4,2,periodic,46137344,96468992,0.5107421875
16,4,2,periodic,48234496,98566144,0.5283203125
16,4,2,periodic,50331648,100663296,0.50390625
16,4,2,phase_end,50331648,100663296,0.50390625
16,4,3,phase_start,0,100663296,0.4736328125
16,4,3,periodic,2097152,102760448,0.453125
16,4,3,periodic,4194304,104857600,0.4921875
16,4,3,periodic,6291456,106954752,0.4453125
16,4,3,periodic,8388608,109051904,0.4677734375
16,4,3,periodic,10485760,111149056,0.5009765625
16,4,3,periodic,12582912,113246208,0.48828125
16,4,3,periodic,14680064,115343360,0.462890625
16,4,3,periodic,16777216,117440512,0.5029296875
16,4,3,periodic,18874368,119537664,0.5029296875
16,4,3,periodic,20971520,121634816,0.4677734375
16,4,3,periodic,23068672,123731968,0.505859375
16,4,3,periodic,25165824,125829120,0.5078125
16,4,3,periodic,27262976,127926272,0.4609375
16,4,3,periodic,29360128,130023424,0.5068359375
16,4,3,periodic,31457280,132120576,0.4892578125
16,4,3,periodic,33554432,134217728,0.5087890625
16,4,3,periodic,35651584,136314880,0.4853515625
16,4,3,periodic,37748736,138412032,0.4765625
16,4,3,periodic,39845888,140509184,0.48828125
16,4,3,periodic,41943040,142606336,0.4541015625
16,4,3,periodic,44040192,144703488,0.4853515625
16,4,3,periodic,46137344,146800640,0.470703125
16,4,3,periodic,48234496,148897792,0.5068359375
16,4,3,periodic,50331648,150994944,0.52734375
16,4,3,phase_end,50331648,150994944,0.52734375
16,4,4,phase_start,0,150994944,0.3125
16,4,4,periodic,2097152,153092096,0.3271484375
16,4,4,periodic,4194304,155189248,0.3134765625
16,4,4,periodic,6291456,157286400,0.3154296875
16,4,4,periodic,8388608,159383552,0.3076171875
16,4,4,periodic,10485760,161480704,0.3271484375
16,4,4,periodic,12582912,163577856,0.34765625
16,4,4,periodic,14680064,165675008,0.3134765625
16,4,4,periodic,16777216,167772160,0.33203125
16,4,4,periodic,18874368,169869312,0.3359375
16,4,4,periodic,20971520,171966464,0.2880859375
16,4,4,periodic,23068672,174063616,0.3154296875
16,4,4,periodic,25165824,176160768,0.3330078125
16,4,4,periodic,27262976,178257920,0.33203125
16,4,4,periodic,29360128,180355072,0.3310546875
16,4,4,periodic,31457280,182452224,0.3330078125
16,4,4,periodic,33554432,184549376,0.3125
16,4,4,periodic,35651584,186646528,0.30859375
16,4,4,periodic,37748736,188743680,0.3408203125
16,4,4,periodic,39845888,190840832,0.3212890625
16,4,4,periodic,41943040,192937984,0.3251953125
16,4,4,periodic,44040192,195035136,0.373046875
16,4,4,periodic,46137344,197132288,0.375
16,4,4,periodic,48234496,199229440,0.4951171875
16,4,4,periodic,50331648,201326592,0.501953125
16,4,4,phase_end,50331648,201326592,0.501953125
64,0,1,phase_start,0,0,0.037109375
64,0,1,periodic,2097152,2097152,0.3662109375
64,0,1,periodic,4194304,4194304,0.361328125
64,0,1,periodic,6291456,6291456,0.3779296875
64,0,1,periodic,8388608,8388608,0.3251953125
64,0,1,periodic,10485760,10485760,0.36328125
64,0,1,periodic,12582912,12582912,0.361328125
64,0,1,periodic,14680064,14680064,0.3818359375
64,0,1,periodic,16777216,16777216,0.3828125
64,0,1,periodic,18874368,18874368,0.39453125
64,0,1,periodic,20971520,20971520,0.361328125
64,0,1,periodic,23068672,23068672,0.38671875
64,0,1,periodic,25165824,25165824,0.3603515625
64,0,1,periodic,27262976,27262976,0.3994140625
64,0,1,periodic,29360128,29360128,0.36328125
64,0,1,periodic,31457280,31457280,0.3369140625
64,0,1,periodic,33554432,33554432,0.37890625
64,0,1,periodic,35651584,35651584,0.3583984375
64,0,1,periodic,37748736,37748736,0.3671875
64,0,1,periodic,39845888,39845888,0.3681640625
64,0,1,periodic,41943040,41943040,0.3583984375
64,0,1,periodic,44040192,44040192,0.38671875
64,0,1,periodic,46137344,46137344,0.3701171875
64,0,1,periodic,48234496,48234496,0.3779296875
64,0,1,periodic,50331648,50331648,0.373046875
64,0,1,phase_end,50331648,50331648,0.373046875
64,0,2,phase_start,0,50331648,0.451171875
64,0,2,periodic,2097152,52428800,0.5
64,0,2,periodic,4194304,54525952,0.455078125
64,0,2,periodic,6291456,56623104,0.501953125
64,0,2,periodic,8388608,58720256,0.5078125
64,0,2,periodic,10485760,60817408,0.4814453125
64,0,2,periodic,12582912,62914560,0.4658203125
64,0,2,periodic,14680064,65011712,0.466796875
64,0,2,periodic,16777216,67108864,0.42578125
64,0,2,periodic,18874368,69206016,0.5
64,0,2,periodic,20971520,71303168,0.4619140625
64,0,2,periodic,23068672,73400320,0.50390625
64,0,2,periodic,25165824,75497472,0.4287109375
64,0,2,periodic,27262976,77594624,0.421875
64,0,2,periodic,29360128,79691776,0.46875
64,0,2,periodic,31457280,81788928,0.501953125
64,0,2,periodic,33554432,83886080,0.4736328125
64,0,2,periodic,35651584,85983232,0.4072265625
64,0,2,periodic,37748736,88080384,0.498046875
64,0,2,periodic,39845888,90177536,0.4697265625
64,0,2,periodic,41943040,92274688,0.4677734375
64,0,2,periodic,44040192,94371840,0.466796875
64,0,2,periodic,46137344,96468992,0.4462890625
64,0,2,periodic,48234496,98566144,0.46875
64,0,2,periodic,50331648,100663296,0.490234375
64,0,2,phase_end,50331648,100663296,0.490234375
64,0,3,phase_start,0,100663296,0.443359375
64,0,3,periodic,2097152,102760448,0.3935546875
64,0,3,periodic,4194304,104857600,0.4443359375
64,0,3,periodic,6291456,106954752,0.3837890625
64,0,3,periodic,8388608,109051904,0.40234375
64,0,3,periodic,10485760,111149056,0.412109375
64,0,3,periodic,12582912,113246208,0.3974609375
64,0,3,periodic,14680064,115343360,0.4169921875
64,0,3,periodic,16777216,117440512,0.37109375
64,0,3,periodic,18874368,119537664,0.3955078125
64,0,3,periodic,20971520,121634816,0.4140625
64,0,3,periodic,23068672,123731968,0.40625
64,0,3,periodic,25165824,125829120,0.4228515625
64,0,3,periodic,27262976,127926272,0.40234375
64,0,3,periodic,29360128,130023424,0.3603515625
64,0,3,periodic,31457280,132120576,0.369140625
64,0,3,periodic,33554432,134217728,0.4267578125
64,0,3,periodic,35651584,136314880,0.3818359375
64,0,3,periodic,37748736,138412032,0.4052734375
64,0,3,periodic,39845888,140509184,0.42578125
64,0,3,periodic,41943040,142606336,0.4208984375
64,0,3,periodic,44040192,144703488,0.40625
64,0,3,periodic,46137344,146800640,0.369140625
64,0,3,periodic,48234496,148897792,0.419921875
64,0,3,periodic,50331648,150994944,0.390625
64,0,3,phase_end,50331648,150994944,0.390625
64,0,4,phase_start,0,150994944,0.3955078125
64,0,4,periodic,2097152,153092096,0.37109375
64,0,4,periodic,4194304,155189248,0.419921875
64,0,4,periodic,6291456,157286400,0.4013671875
64,0,4,periodic,8388608,159383552,0.3857421875
64,0,4,periodic,10485760,161480704,0.4208984375
64,0,4,periodic,12582912,163577856,0.4033203125
64,0,4,periodic,14680064,165675008,0.3984375
64,0,4,periodic,16777216,167772160,0.3720703125
64,0,4,periodic,18874368,169869312,0.4072265625
64,0,4,periodic,20971520,171966464,0.3955078125
64,0,4,periodic,23068672,174063616,0.39453125
64,0,4,periodic,25165824,176160768,0.42578125
64,0,4,periodic,27262976,178257920,0.392578125
64,0,4,periodic,29360128,180355072,0.421875
64,0,4,periodic,31457280,182452224,0.4169921875
64,0,4,periodic,33554432,184549376,0.408203125
64,0,4,periodic,35651584,186646528,0.41796875
64,0,4,periodic,37748736,188743680,0.3505859375
64,0,4,periodic,39845888,190840832,0.3876953125
64,0,4,periodic,41943040,192937984,0.4404296875
64,0,4,periodic,44040192,195035136,0.404296875
64,0,4,periodic,46137344,197132288,0.40234375
64,0,4,periodic,48234496,199229440,0.392578125
64,0,4,periodic,50331648,201326592,0.41015625
64,0,4,phase_end,50331648,201326592,0.41015625
64,1,1,phase_start,0,0,0.0302734375
64,1,1,periodic,2097152,2097152,0.3369140625
64,1,1,periodic,4194304,4194304,0.3662109375
64,1,1,periodic,6291456,6291456,0.3779296875
64,1,1,periodic,8388608,8388608,0.41796875
64,1,1,periodic,10485760,10485760,0.365234375
64,1,1,periodic,12582912,12582912,0.408203125
64,1,1,periodic,14680064,14680064,0.3857421875
64,1,1,periodic,16777216,16777216,0.3916015625
64,1,1,periodic,18874368,18874368,0.3759765625
64,1,1,periodic,20971520,20971520,0.357421875
64,1,1,periodic,23068672,23068672,0.3662109375
64,1,1,periodic,25165824,25165824,0.35546875
64,1,1,periodic,27262976,27262976,0.35546875
64,1,1,periodic,29360128,29360128,0.3564453125
64,1,1,periodic,31457280,31457280,0.349609375
64,1,1,periodic,33554432,33554432,0.3779296875
64,1,1,periodic,35651584,35651584,0.3681640625
64,1,1,periodic,37748736,37748736,0.3779296875
64,1,1,periodic,39845888,39845888,0.3681640625
64,1,1,periodic,41943040,41943040,0.357421875
64,1,1,periodic,44040192,44040192,0.36328125
64,1,1,periodic,46137344,46137344,0.3564453125
64,1,1,periodic,48234496,48234496,0.369140625
64,1,1,periodic,50331648,50331648,0.3828125
64,1,1,phase_end,50331648,50331648,0.3828125
64,1,2,phase_start,0,50331648,0.5029296875
64,1,2,periodic,2097152,52428800,0.4296875
64,1,2,periodic,4194304,54525952,0.470703125
64,1,2,periodic,6291456,56623104,0.4326171875
64,1,2,periodic,8388608,58720256,0.4599609375
64,1,2,periodic,10485760,60817408,0.482421875
64,1,2,periodic,12582912,62914560,0.46875
64,1,2,periodic,14680064,65011712,0.48046875
64,1,2,periodic,16777216,67108864,0.501953125
64,1,2,periodic,18874368,69206016,0.4951171875
64,1,2,periodic,20971520,71303168,0.4775390625
64,1,2,periodic,23068672,73400320,0.484375
64,1,2,periodic,25165824,75497472,0.4599609375
64,1,2,periodic,27262976,77594624,0.4150390625
64,1,2,periodic,29360128,79691776,0.439453125
64,1,2,periodic,31457280,81788928,0.44921875
64,1,2,periodic,33554432,83886080,0.498046875
64,1,2,periodic,35651584,85983232,0.4873046875
64,1,2,periodic,37748736,88080384,0.4609375
64,1,2,periodic,39845888,90177536,0.470703125
64,1,2,periodic,41943040,92274688,0.482421875
64,1,2,periodic,44040192,94371840,0.5
64,1,2,periodic,46137344,96468992,0.46484375
64,1,2,periodic,48234496,98566144,0.4658203125
64,1,2,periodic,50331648,100663296,0.4794921875
64,1,2,phase_end,50331648,100663296,0.4794921875
64,1,3,phase_start,0,100663296,0.4072265625
64,1,3,periodic,2097152,102760448,0.4033203125
64,1,3,periodic,4194304,104857600,0.37890625
64,1,3,periodic,6291456,106954752,0.4091796875
64,1,3,periodic,8388608,109051904,0.37890625
64,1,3,periodic,10485760,111149056,0.404296875
64,1,3,periodic,12582912,113246208,0.4365234375
64,1,3,periodic,14680064,115343360,0.4140625
64,1,3,periodic,16777216,117440512,0.4365234375
