diversity,seed,phase,kind,phase_env_steps,total_env_steps,success_rate
4,0,2,phase_end,50331648,100663296,0.291015625
4,0,3,phase_start,0,100663296,0.5400390625
4,0,3,periodic,2097152,102760448,0.5390625
4,0,3,periodic,4194304,104857600,0.5546875
4,0,3,periodic,6291456,106954752,0.5283203125
4,0,3,periodic,8388608,109051904,0.5322265625
4,0,3,periodic,10485760,111149056,0.52734375
4,0,3,periodic,12582912,113246208,0.515625
4,0,3,periodic,14680064,115343360,0.54296875
4,0,3,periodic,16777216,117440512,0.5263671875
4,0,3,periodic,18874368,119537664,0.533203125
4,0,3,periodic,20971520,121634816,0.5517578125
4,0,3,periodic,23068672,123731968,0.5205078125
4,0,3,periodic,25165824,125829120,0.5546875
4,0,3,periodic,27262976,127926272,0.5615234375
4,0,3,periodic,29360128,130023424,0.5302734375
4,0,3,periodic,31457280,132120576,0.548828125
4,0,3,periodic,33554432,134217728,0.529296875
4,0,3,periodic,35651584,136314880,0.5458984375
4,0,3,periodic,37748736,138412032,0.5234375
4,0,3,periodic,39845888,140509184,0.5517578125
4,0,3,periodic,41943040,142606336,0.529296875
4,0,3,periodic,44040192,144703488,0.5205078125
4,0,3,periodic,46137344,146800640,0.55078125
4,0,3,periodic,48234496,148897792,0.5361328125
4,0,3,periodic,50331648,150994944,0.525390625
4,0,3,phase_end,50331648,150994944,0.525390625
4,0,4,phase_start,0,150994944,0.3515625
4,0,4,periodic,2097152,153092096,0.3955078125
4,0,4,periodic,4194304,155189248,0.3974609375
4,0,4,periodic,6291456,157286400,0.3662109375
4,0,4,periodic,8388608,159383552,0.392578125
4,0,4,periodic,10485760,161480704,0.4140625
4,0,4,periodic,12582912,163577856,0.3994140625
4,0,4,periodic,14680064,165675008,0.4033203125
4,0,4,periodic,16777216,167772160,0.3818359375
4,0,4,periodic,18874368,169869312,0.390625
4,0,4,periodic,20971520,171966464,0.3935546875
4,0,4,periodic,23068672,174063616,0.4130859375
4,0,4,periodic,25165824,176160768,0.37890625
4,0,4,periodic,27262976,178257920,0.3662109375
4,0,4,periodic,29360128,180355072,0.400390625
4,0,4,periodic,31457280,182452224,0.384765625
4,0,4,periodic,33554432,184549376,0.388671875
4,0,4,periodic,35651584,186646528,0.380859375
4,0,4,periodic,37748736,188743680,0.4013671875
4,0,4,periodic,39845888,190840832,0.3974609375
4,0,4,periodic,41943040,192937984,0.3857421875
4,0,4,periodic,44040192,195035136,0.3935546875
4,0,4,periodic,46137344,197132288,0.3662109375
4,0,4,periodic,48234496,199229440,0.3671875
4,0,4,periodic,50331648,201326592,0.4013671875
4,0,4,phase_end,50331648,201326592,0.4013671875
4,1,1,phase_start,0,0,0.0498046875
4,1,1,periodic,2097152,2097152,0.677734375
4,1,1,periodic,4194304,4194304,0.7138671875
4,1,1,periodic,6291456,6291456,0.6552734375
4,1,1,periodic,8388608,8388608,0.7509765625
4,1,1,periodic,10485760,10485760,0.7041015625
4,1,1,periodic,12582912,12582912,0.681640625
4,1,1,periodic,14680064,14680064,0.6884765625
4,1,1,periodic,16777216,16777216,0.7060546875
4,1,1,periodic,18874368,18874368,0.693359375
4,1,1,periodic,20971520,20971520,0.66796875
4,1,1,periodic,23068672,23068672,0.7509765625
4,1,1,periodic,25165824,25165824,0.6796875
4,1,1,periodic,27262976,27262976,0.6630859375
4,1,1,periodic,29360128,29360128,0.693359375
4,1,1,periodic,31457280,31457280,0.6884765625
4,1,1,periodic,33554432,33554432,0.6435546875
4,1,1,periodic,35651584,35651584,0.6982421875
4,1,1,periodic,37748736,37748736,0.685546875
4,1,1,periodic,39845888,39845888,0.6806640625
4,1,1,periodic,41943040,41943040,0.6787109375
4,1,1,periodic,44040192,44040192,0.6943359375
4,1,1,periodic,46137344,46137344,0.7041015625
4,1,1,periodic,48234496,48234496,0.6953125
4,1,1,periodic,50331648,50331648,0.681640625
4,1,1,phase_end,50331648,50331648,0.681640625
4,1,2,phase_start,0,50331648,0.2880859375
4,1,2,periodic,2097152,52428800,0.2841796875
4,1,2,periodic,4194304,54525952,0.2998046875
4,1,2,periodic,6291456,56623104,0.287109375
4,1,2,periodic,8388608,58720256,0.2890625
4,1,2,periodic,10485760,60817408,0.28515625
4,1,2,periodic,12582912,62914560,0.271484375
4,1,2,periodic,14680064,65011712,0.2802734375
4,1,2,periodic,16777216,67108864,0.3046875
4,1,2,periodic,18874368,69206016,0.287109375
4,1,2,periodic,20971520,71303168,0.2958984375
4,1,2,periodic,23068672,73400320,0.3076171875
4,1,2,periodic,25165824,75497472,0.3017578125
4,1,2,periodic,27262976,77594624,0.2978515625
4,1,2,periodic,29360128,79691776,0.298828125
4,1,2,periodic,31457280,81788928,0.30078125
4,1,2,periodic,33554432,83886080,0.28515625
4,1,2,periodic,35651584,85983232,0.30078125
4,1,2,periodic,37748736,88080384,0.2802734375
4,1,2,periodic,39845888,90177536,0.2744140625
4,1,2,periodic,41943040,92274688,0.298828125
4,1,2,periodic,44040192,94371840,0.291015625
4,1,2,periodic,46137344,96468992,0.3134765625
4,1,2,periodic,48234496,98566144,0.2939453125
4,1,2,periodic,50331648,100663296,0.2783203125
4,1,2,phase_end,50331648,100663296,0.2783203125
4,1,3,phase_start,0,100663296,0.541015625
4,1,3,periodic,2097152,102760448,0.5341796875
4,1,3,periodic,4194304,104857600,0.5458984375
4,1,3,periodic,6291456,106954752,0.5478515625
4,1,3,periodic,8388608,109051904,0.515625
4,1,3,periodic,10485760,111149056,0.537109375
4,1,3,periodic,12582912,113246208,0.5224609375
4,1,3,periodic,14680064,115343360,0.5390625
4,1,3,periodic,16777216,117440512,0.5224609375
4,1,3,periodic,18874368,119537664,0.537109375
4,1,3,periodic,20971520,121634816,0.5478515625
4,1,3,periodic,23068672,123731968,0.529296875
4,1,3,periodic,25165824,125829120,0.5478515625
4,1,3,periodic,27262976,127926272,0.537109375
4,1,3,periodic,29360128,130023424,0.5546875
4,1,3,periodic,31457280,132120576,0.5166015625
4,1,3,periodic,33554432,134217728,0.5390625
4,1,3,periodic,35651584,136314880,0.5263671875
4,1,3,periodic,37748736,138412032,0.5439453125
4,1,3,periodic,39845888,140509184,0.5341796875
4,1,3,periodic,41943040,142606336,0.5341796875
4,1,3,periodic,44040192,144703488,0.55859375
4,1,3,periodic,46137344,146800640,0.541015625
4,1,3,periodic,48234496,148897792,0.5380859375
4,1,3,periodic,50331648,150994944,0.5390625
4,1,3,phase_end,50331648,150994944,0.5390625
4,1,4,phase_start,0,150994944,0.333984375
4,1,4,periodic,2097152,153092096,0.3984375
4,1,4,periodic,4194304,155189248,0.40625
4,1,4,periodic,6291456,157286400,0.427734375
4,1,4,periodic,8388608,159383552,0.404296875
4,1,4,periodic,10485760,161480704,0.3642578125
4,1,4,periodic,12582912,163577856,0.419921875
4,1,4,periodic,14680064,165675008,0.412109375
4,1,4,periodic,16777216,167772160,0.3916015625
4,1,4,periodic,18874368,169869312,0.3994140625
4,1,4,periodic,20971520,171966464,0.3935546875
4,1,4,periodic,23068672,174063616,0.400390625
4,1,4,periodic,25165824,176160768,0.4052734375
4,1,4,periodic,27262976,178257920,0.3857421875
4,1,4,periodic,29360128,180355072,0.3720703125
4,1,4,periodic,31457280,182452224,0.365234375
4,1,4,periodic,33554432,184549376,0.39453125
4,1,4,periodic,35651584,186646528,0.4189453125
4,1,4,periodic,37748736,188743680,0.4052734375
4,1,4,periodic,39845888,190840832,0.359375
4,1,4,periodic,41943040,192937984,0.4013671875
4,1,4,periodic,44040192,195035136,0.353515625
4,1,4,periodic,46137344,197132288,0.3935546875
4,1,4,periodic,48234496,199229440,0.3671875
4,1,4,periodic,50331648,201326592,0.3740234375
4,1,4,phase_end,50331648,201326592,0.3740234375
4,2,1,phase_start,0,0,0.05078125
4,2,1,periodic,2097152,2097152,0.6787109375
4,2,1,periodic,4194304,4194304,0.72265625
4,2,1,periodic,6291456,6291456,0.7255859375
4,2,1,periodic,8388608,8388608,0.7509765625
4,2,1,periodic,10485760,10485760,0.75
4,2,1,periodic,12582912,12582912,0.6650390625
4,2,1,periodic,14680064,14680064,0.693359375
4,2,1,periodic,16777216,16777216,0.7080078125
4,2,1,periodic,18874368,18874368,0.708984375
4,2,1,periodic,20971520,20971520,0.6826171875
4,2,1,periodic,23068672,23068672,0.681640625
4,2,1,periodic,25165824,25165824,0.6572265625
4,2,1,periodic,27262976,27262976,0.7412109375
4,2,1,periodic,29360128,29360128,0.7138671875
4,2,1,periodic,31457280,31457280,0.6845703125
4,2,1,periodic,33554432,33554432,0.7548828125
4,2,1,periodic,35651584,35651584,0.6767578125
4,2,1,periodic,37748736,37748736,0.673828125
4,2,1,periodic,39845888,39845888,0.736328125
4,2,1,periodic,41943040,41943040,0.6923828125
4,2,1,periodic,44040192,44040192,0.69140625
4,2,1,periodic,46137344,46137344,0.7509765625
4,2,1,periodic,48234496,48234496,0.7509765625
4,2,1,periodic,50331648,50331648,0.6962890625
4,2,1,phase_end,50331648,50331648,0.6962890625
4,2,2,phase_start,0,50331648,0.2900390625
4,2,2,periodic,2097152,52428800,0.2841796875
4,2,2,periodic,4194304,54525952,0.314453125
4,2,2,periodic,6291456,56623104,0.2900390625
4,2,2,periodic,8388608,58720256,0.2783203125
4,2,2,periodic,10485760,60817408,0.291015625
4,2,2,periodic,12582912,62914560,0.2958984375
4,2,2,periodic,14680064,65011712,0.294921875
4,2,2,periodic,16777216,67108864,0.31640625
4,2,2,periodic,18874368,69206016,0.2939453125
4,2,2,periodic,20971520,71303168,0.3125
4,2,2,periodic,23068672,73400320,0.271484375
4,2,2,periodic,25165824,75497472,0.2763671875
4,2,2,periodic,27262976,77594624,0.3095703125
4,2,2,periodic,29360128,79691776,0.2890625
4,2,2,periodic,31457280,81788928,0.30859375
4,2,2,periodic,33554432,83886080,0.3212890625
4,2,2,periodic,35651584,85983232,0.2822265625
4,2,2,periodic,37748736,88080384,0.296875
4,2,2,periodic,39845888,90177536,0.29296875
4,2,2,periodic,41943040,92274688,0.29296875
4,2,2,periodic,44040192,94371840,0.2763671875
4,2,2,periodic,46137344,96468992,0.294921875
4,2,2,periodic,48234496,98566144,0.2900390625
4,2,2,periodic,50331648,100663296,0.2841796875
4,2,2,phase_end,50331648,100663296,0.2841796875
4,2,3,phase_start,0,100663296,0.556640625
4,2,3,periodic,2097152,102760448,0.5419921875
4,2,3,periodic,4194304,104857600,0.5478515625
4,2,3,periodic,6291456,106954752,0.5361328125
4,2,3,periodic,8388608,109051904,0.5537109375
4,2,3,periodic,10485760,111149056,0.541015625
4,2,3,periodic,12582912,113246208,0.55078125
4,2,3,periodic,14680064,115343360,0.544921875
4,2,3,periodic,16777216,117440512,0.533203125
4,2,3,periodic,18874368,119537664,0.5263671875
4,2,3,periodic,20971520,121634816,0.5361328125
4,2,3,periodic,23068672,123731968,0.53515625
4,2,3,periodic,25165824,125829120,0.5546875
4,2,3,periodic,27262976,127926272,0.5400390625
4,2,3,periodic,29360128,130023424,0.525390625
4,2,3,periodic,31457280,132120576,0.537109375
4,2,3,periodic,33554432,134217728,0.533203125
4,2,3,periodic,35651584,136314880,0.541015625
4,2,3,periodic,37748736,138412032,0.5341796875
4,2,3,periodic,39845888,140509184,0.513671875
4,2,3,periodic,41943040,142606336,0.572265625
4,2,3,periodic,44040192,144703488,0.5400390625
4,2,3,periodic,46137344,146800640,0.576171875
4,2,3,periodic,48234496,148897792,0.5185546875
4,2,3,periodic,50331648,150994944,0.5302734375
4,2,3,phase_end,50331648,150994944,0.5302734375
4,2,4,phase_start,0,150994944,0.376953125
4,2,4,periodic,2097152,153092096,0.3798828125
4,2,4,periodic,4194304,155189248,0.369140625
4,2,4,periodic,6291456,157286400,0.38671875
4,2,4,periodic,8388608,159383552,0.3779296875
4,2,4,periodic,10485760,161480704,0.38671875
4,2,4,periodic,12582912,163577856,0.419921875
4,2,4,periodic,14680064,165675008,0.3857421875
4,2,4,periodic,16777216,167772160,0.39453125
4,2,4,periodic,18874368,169869312,0.357421875
4,2,4,periodic,20971520,171966464,0.3642578125
4,2,4,periodic,23068672,174063616,0.3818359375
4,2,4,periodic,25165824,176160768,0.3798828125
4,2,4,periodic,27262976,178257920,0.3828125
4,2,4,periodic,29360128,180355072,0.380859375
4,2,4,periodic,31457280,182452224,0.3662109375
4,2,4,periodic,33554432,184549376,0.4111328125
4,2,4,periodic,35651584,186646528,0.3896484375
4,2,4,periodic,37748736,188743680,0.357421875
4,2,4,periodic,39845888,190840832,0.3984375
4,2,4,periodic,41943040,192937984,0.431640625
4,2,4,periodic,44040192,195035136,0.39453125
4,2,4,periodic,46137344,197132288,0.4052734375
4,2,4,periodic,48234496,199229440,0.369140625
4,2,4,periodic,50331648,201326592,0.3828125
4,2,4,phase_end,50331648,201326592,0.3828125
4,3,1,phase_start,0,0,0.044921875
4,3,1,periodic,2097152,2097152,0.6865234375
4,3,1,periodic,4194304,4194304,0.7421875
4,3,1,periodic,6291456,6291456,0.75
4,3,1,periodic,8388608,8388608,0.7470703125
4,3,1,periodic,10485760,10485760,0.6572265625
4,3,1,periodic,12582912,12582912,0.6982421875
4,3,1,periodic,14680064,14680064,0.6923828125
4,3,1,periodic,16777216,16777216,0.6787109375
4,3,1,periodic,18874368,18874368,0.6552734375
4,3,1,periodic,20971520,20971520,0.7119140625
4,3,1,periodic,23068672,23068672,0.6943359375
4,3,1,periodic,25165824,25165824,0.7138671875
4,3,1,periodic,27262976,27262976,0.6943359375
4,3,1,periodic,29360128,29360128,0.654296875
4,3,1,periodic,31457280,31457280,0.7421875
4,3,1,periodic,33554432,33554432,0.689453125
4,3,1,periodic,35651584,35651584,0.7509765625
4,3,1,periodic,37748736,37748736,0.7294921875
4,3,1,periodic,39845888,39845888,0.75
4,3,1,periodic,41943040,41943040,0.6787109375
4,3,1,periodic,44040192,44040192,0.697265625
4,3,1,periodic,46137344,46137344,0.7177734375
4,3,1,periodic,48234496,48234496,0.71484375
4,3,1,periodic,50331648,50331648,0.650390625
4,3,1,phase_end,50331648,50331648,0.650390625
4,3,2,phase_start,0,50331648,0.267578125
4,3,2,periodic,2097152,52428800,0.29296875
4,3,2,periodic,4194304,54525952,0.2841796875
4,3,2,periodic,6291456,56623104,0.3095703125
4,3,2,periodic,8388608,58720256,0.2890625
4,3,2,periodic,10485760,60817408,0.3056640625
4,3,2,periodic,12582912,62914560,0.279296875
4,3,2,periodic,14680064,65011712,0.2822265625
4,3,2,periodic,16777216,67108864,0.2978515625
4,3,2,periodic,18874368,69206016,0.310546875
4,3,2,periodic,20971520,71303168,0.306640625
4,3,2,periodic,23068672,73400320,0.2783203125
4,3,2,periodic,25165824,75497472,0.2919921875
4,3,2,periodic,27262976,77594624,0.2958984375
4,3,2,periodic,29360128,79691776,0.306640625
4,3,2,periodic,31457280,81788928,0.26171875
4,3,2,periodic,33554432,83886080,0.2998046875
4,3,2,periodic,35651584,85983232,0.29296875
4,3,2,periodic,37748736,88080384,0.2900390625
4,3,2,periodic,39845888,90177536,0.3154296875
4,3,2,periodic,41943040,92274688,0.298828125
4,3,2,periodic,44040192,94371840,0.28125
4,3,2,periodic,46137344,96468992,0.2822265625
4,3,2,periodic,48234496,98566144,0.28125
4,3,2,periodic,50331648,100663296,0.3193359375
4,3,2,phase_end,50331648,100663296,0.3193359375
4,3,3,phase_start,0,100663296,0.54296875
4,3,3,periodic,2097152,102760448,0.52734375
4,3,3,periodic,4194304,104857600,0.5400390625
4,3,3,periodic,6291456,106954752,0.5498046875
4,3,3,periodic,8388608,109051904,0.55078125
4,3,3,periodic,10485760,111149056,0.5673828125
4,3,3,periodic,12582912,113246208,0.55078125
4,3,3,periodic,14680064,115343360,0.5322265625
4,3,3,periodic,16777216,117440512,0.537109375
4,3,3,periodic,18874368,119537664,0.556640625
4,3,3,periodic,20971520,121634816,0.529296875
4,3,3,periodic,23068672,123731968,0.5341796875
4,3,3,periodic,25165824,125829120,0.5302734375
4,3,3,periodic,27262976,127926272,0.5361328125
4,3,3,periodic,29360128,130023424,0.5322265625
4,3,3,periodic,31457280,132120576,0.5625
4,3,3,periodic,33554432,134217728,0.5341796875
4,3,3,periodic,35651584,136314880,0.5390625
4,3,3,periodic,37748736,138412032,0.541015625
4,3,3,periodic,39845888,140509184,0.568359375
4,3,3,periodic,41943040,142606336,0.568359375
4,3,3,periodic,44040192,144703488,0.5400390625
4,3,3,periodic,46137344,146800640,0.5498046875
4,3,3,periodic,48234496,148897792,0.546875
4,3,3,periodic,50331648,150994944,0.5498046875
4,3,3,phase_end,50331648,150994944,0.5498046875
4,3,4,phase_start,0,150994944,0.376953125
4,3,4,periodic,2097152,153092096,0.376953125
4,3,4,periodic,4194304,155189248,0.41015625
4,3,4,periodic,6291456,157286400,0.3857421875
4,3,4,periodic,8388608,159383552,0.361328125
4,3,4,periodic,10485760,161480704,0.3779296875
4,3,4,periodic,12582912,163577856,0.3876953125
4,3,4,periodic,14680064,165675008,0.3603515625
4,3,4,periodic,16777216,167772160,0.376953125
4,3,4,periodic,18874368,169869312,0.3896484375
4,3,4,periodic,20971520,171966464,0.3935546875
4,3,4,periodic,23068672,174063616,0.3740234375
4,3,4,periodic,25165824,176160768,0.4013671875
4,3,4,periodic,27262976,178257920,0.384765625
4,3,4,periodic,29360128,180355072,0.3837890625
4,3,4,periodic,31457280,182452224,0.38671875
4,3,4,periodic,33554432,184549376,0.388671875
4,3,4,periodic,35651584,186646528,0.412109375
4,3,4,periodic,37748736,188743680,0.392578125
4,3,4,periodic,39845888,190840832,0.3916015625
4,3,4,periodic,41943040,192937984,0.376953125
4,3,4,periodic,44040192,195035136,0.3720703125
4,3,4,periodic,46137344,197132288,0.3779296875
4,3,4,periodic,48234496,199229440,0.4111328125
4,3,4,periodic,50331648,201326592,0.3662109375
4,3,4,phase_end,50331648,201326592,0.3662109375
4,4,1,phase_start,0,0,0.0546875
4,4,1,periodic,2097152,2097152,0.6923828125
4,4,1,periodic,4194304,4194304,0.712890625
4,4,1,periodic,6291456,6291456,0.7158203125
4,4,1,periodic,8388608,8388608,0.634765625
4,4,1,periodic,10485760,10485760,0.7275390625
4,4,1,periodic,12582912,12582912,0.689453125
4,4,1,periodic,14680064,14680064,0.6806640625
4,4,1,periodic,16777216,16777216,0.70703125
4,4,1,periodic,18874368,18874368,0.697265625
4,4,1,periodic,20971520,20971520,0.705078125
4,4,1,periodic,23068672,23068672,0.7431640625
4,4,1,periodic,25165824,25165824,0.7080078125
4,4,1,periodic,27262976,27262976,0.7109375
4,4,1,periodic,29360128,29360128,0.6943359375
4,4,1,periodic,31457280,31457280,0.6787109375
4,4,1,periodic,33554432,33554432,0.693359375
4,4,1,periodic,35651584,35651584,0.6904296875
4,4,1,periodic,37748736,37748736,0.72265625
4,4,1,periodic,39845888,39845888,0.6591796875
4,4,1,periodic,41943040,41943040,0.6689453125
4,4,1,periodic,44040192,44040192,0.6728515625
4,4,1,periodic,46137344,46137344,0.7314453125
4,4,1,periodic,48234496,48234496,0.6689453125
4,4,1,periodic,50331648,50331648,0.68359375
4,4,1,phase_end,50331648,50331648,0.68359375
4,4,2,phase_start,0,50331648,0.2939453125
4,4,2,periodic,2097152,52428800,0.2822265625
4,4,2,periodic,4194304,54525952,0.283203125
4,4,2,periodic,6291456,56623104,0.27734375
4,4,2,periodic,8388608,58720256,0.2861328125
4,4,2,periodic,10485760,60817408,0.2744140625
4,4,2,periodic,12582912,62914560,0.2861328125
4,4,2,periodic,14680064,65011712,0.2734375
4,4,2,periodic,16777216,67108864,0.3076171875
4,4,2,periodic,18874368,69206016,0.2734375
4,4,2,periodic,20971520,71303168,0.3271484375
4,4,2,periodic,23068672,73400320,0.291015625
4,4,2,periodic,25165824,75497472,0.29296875
4,4,2,periodic,27262976,77594624,0.30078125
4,4,2,periodic,29360128,79691776,0.30078125
4,4,2,periodic,31457280,81788928,0.3037109375
4,4,2,periodic,33554432,83886080,0.2900390625
4,4,2,periodic,35651584,85983232,0.3037109375
4,4,2,periodic,37748736,88080384,0.2734375
4,4,2,periodic,39845888,90177536,0.2958984375
4,4,2,periodic,41943040,92274688,0.2978515625
4,4,2,periodic,44040192,94371840,0.275390625
4,4,2,periodic,46137344,96468992,0.3017578125
4,4,2,periodic,48234496,98566144,0.2919921875
4,4,2,periodic,50331648,100663296,0.2724609375
4,4,2,phase_end,50331648,100663296,0.2724609375
4,4,3,phase_start,0,100663296,0.546875
4,4,3,periodic,2097152,102760448,0.5263671875
4,4,3,periodic,4194304,104857600,0.5595703125
4,4,3,periodic,6291456,106954752,0.541015625
4,4,3,periodic,8388608,109051904,0.5166015625
4,4,3,periodic,10485760,111149056,0.544921875
4,4,3,periodic,12582912,113246208,0.52734375
4,4,3,periodic,14680064,115343360,0.5537109375
4,4,3,periodic,16777216,117440512,0.533203125
4,4,3,periodic,18874368,119537664,0.544921875
4,4,3,periodic,20971520,121634816,0.5263671875
4,4,3,periodic,23068672,123731968,0.548828125
4,4,3,periodic,25165824,125829120,0.5458984375
4,4,3,periodic,27262976,127926272,0.5263671875
4,4,3,periodic,29360128,130023424,0.5537109375
4,4,3,periodic,31457280,132120576,0.5283203125
4,4,3,periodic,33554432,134217728,0.5361328125
4,4,3,periodic,35651584,136314880,0.537109375
4,4,3,periodic,37748736,138412032,0.55078125
4,4,3,periodic,39845888,140509184,0.5361328125
4,4,3,periodic,41943040,142606336,0.5341796875
4,4,3,periodic,44040192,144703488,0.517578125
4,4,3,periodic,46137344,146800640,0.5302734375
4,4,3,periodic,48234496,148897792,0.5537109375
4,4,3,periodic,50331648,150994944,0.5517578125
4,4,3,phase_end,50331648,150994944,0.5517578125
4,4,4,phase_start,0,150994944,0.390625
4,4,4,periodic,2097152,153092096,0.419921875
4,4,4,periodic,4194304,155189248,0.3759765625
4,4,4,periodic,6291456,157286400,0.4189453125
4,4,4,periodic,8388608,159383552,0.4150390625
4,4,4,periodic,10485760,161480704,0.419921875
4,4,4,periodic,12582912,163577856,0.392578125
4,4,4,periodic,14680064,165675008,0.4091796875
4,4,4,periodic,16777216,167772160,0.3671875
4,4,4,periodic,18874368,169869312,0.4052734375
4,4,4,periodic,20971520,171966464,0.396484375
4,4,4,periodic,23068672,174063616,0.3681640625
4,4,4,periodic,25165824,176160768,0.404296875
4,4,4,periodic,27262976,178257920,0.380859375
4,4,4,periodic,29360128,180355072,0.4072265625
4,4,4,periodic,31457280,182452224,0.396484375
4,4,4,periodic,33554432,184549376,0.3720703125
4,4,4,periodic,35651584,186646528,0.396484375
4,4,4,periodic,37748736,188743680,0.412109375
4,4,4,periodic,39845888,190840832,0.404296875
4,4,4,periodic,41943040,192937984,0.3720703125
4,4,4,periodic,44040192,195035136,0.4169921875
4,4,4,periodic,46137344,197132288,0.3955078125
4,4,4,periodic,48234496,199229440,0.416015625
4,4,4,periodic,50331648,201326592,0.38671875
4,4,4,phase_end,50331648,201326592,0.38671875
16,0,1,phase_start,0,0,0.0390625
16,0,1,periodic,2097152,2097152,0.3310546875
16,0,1,periodic,4194304,4194304,0.369140625
16,0,1,periodic,6291456,6291456,0.3408203125
16,0,1,periodic,8388608,8388608,0.3369140625
16,0,1,periodic,10485760,10485760,0.3447265625
16,0,1,periodic,12582912,12582912,0.35546875
16,0,1,periodic,14680064,14680064,0.38671875
16,0,1,periodic,16777216,16777216,0.3701171875
16,0,1,periodic,18874368,18874368,0.3671875
16,0,1,periodic,20971520,20971520,0.3515625
16,0,1,periodic,23068672,23068672,0.3466796875
16,0,1,periodic,25165824,25165824,0.34375
16,0,1,periodic,27262976,27262976,0.359375
16,0,1,periodic,29360128,29360128,0.376953125
16,0,1,periodic,31457280,31457280,0.3251953125
16,0,1,periodic,33554432,33554432,0.369140625
16,0,1,periodic,35651584,35651584,0.33203125
16,0,1,periodic,37748736,37748736,0.3740234375
16,0,1,periodic,39845888,39845888,0.361328125
16,0,1,periodic,41943040,41943040,0.318359375
16,0,1,periodic,44040192,44040192,0.37109375
16,0,1,periodic,46137344,46137344,0.3232421875
16,0,1,periodic,48234496,48234496,0.357421875
16,0,1,periodic,50331648,50331648,0.3583984375
16,0,1,phase_end,50331648,50331648,0.3583984375
16,0,2,phase_start,0,50331648,0.5126953125
16,0,2,periodic,2097152,52428800,0.5078125
16,0,2,periodic,4194304,54525952,0.51171875
16,0,2,periodic,6291456,56623104,0.52734375
16,0,2,periodic,8388608,58720256,0.537109375
16,0,2,periodic,10485760,60817408,0.51171875
16,0,2,periodic,12582912,62914560,0.517578125
16,0,2,periodic,14680064,65011712,0.5283203125
16,0,2,periodic,16777216,67108864,0.513671875
16,0,2,periodic,18874368,69206016,0.525390625
16,0,2,periodic,20971520,71303168,0.4931640625
16,0,2,periodic,23068672,73400320,0.5205078125
16,0,2,periodic,25165824,75497472,0.5146484375
16,0,2,periodic,27262976,77594624,0.50390625
16,0,2,periodic,29360128,79691776,0.5087890625
16,0,2,periodic,31457280,81788928,0.5146484375
16,0,2,periodic,33554432,83886080,0.5126953125
16,0,2,periodic,35651584,85983232,0.5048828125
16,0,2,periodic,37748736,88080384,0.521484375
16,0,2,periodic,39845888,90177536,0.5224609375
16,0,2,periodic,41943040,92274688,0.513671875
16,0,2,periodic,44040192,94371840,0.51171875
16,0,2,periodic,46137344,96468992,0.517578125
16,0,2,periodic,48234496,98566144,0.5224609375
16,0,2,periodic,50331648,100663296,0.509765625
16,0,2,phase_end,50331648,100663296,0.509765625
16,0,3,phase_start,0,100663296,0.5107421875
16,0,3,periodic,2097152,102760448,0.474609375
16,0,3,periodic,4194304,104857600,0.5146484375
16,0,3,periodic,6291456,106954752,0.5009765625
16,0,3,periodic,8388608,109051904,0.4609375
16,0,3,periodic,10485760,111149056,0.4619140625
16,0,3,periodic,12582912,113246208,0.4560546875
16,0,3,periodic,14680064,115343360,0.5087890625
16,0,3,periodic,16777216,117440512,0.40234375
16,0,3,periodic,18874368,119537664,0.4892578125
16,0,3,periodic,20971520,121634816,0.486328125
16,0,3,periodic,23068672,123731968,0.4521484375
16,0,3,periodic,25165824,125829120,0.4638671875
16,0,3,periodic,27262976,127926272,0.48828125
16,0,3,periodic,29360128,130023424,0.5068359375
16,0,3,periodic,31457280,132120576,0.490234375
16,0,3,periodic,33554432,134217728,0.505859375
16,0,3,periodic,35651584,136314880,0.5009765625
16,0,3,periodic,37748736,138412032,0.5029296875
16,0,3,periodic,39845888,140509184,0.5048828125
16,0,3,periodic,41943040,142606336,0.466796875
16,0,3,periodic,44040192,144703488,0.5
16,0,3,periodic,46137344,146800640,0.5029296875
16,0,3,periodic,48234496,148897792,0.4716796875
16,0,3,periodic,50331648,150994944,0.4814453125
16,0,3,phase_end,50331648,150994944,0.4814453125
16,0,4,phase_start,0,150994944,0.3232421875
16,0,4,periodic,2097152,153092096,0.33984375
16,0,4,periodic,4194304,155189248,0.3330078125
16,0,4,periodic,6291456,157286400,0.3046875
16,0,4,periodic,8388608,159383552,0.33203125
16,0,4,periodic,10485760,161480704,0.31640625
16,0,4,periodic,12582912,163577856,0.3115234375
16,0,4,periodic,14680064,165675008,0.3466796875
16,0,4,periodic,16777216,167772160,0.3076171875
16,0,4,periodic,18874368,169869312,0.310546875
16,0,4,periodic,20971520,171966464,0.3134765625
16,0,4,periodic,23068672,174063616,0.326171875
16,0,4,periodic,25165824,176160768,0.302734375
16,0,4,periodic,27262976,178257920,0.3271484375
16,0,4,periodic,29360128,180355072,0.310546875
16,0,4,periodic,31457280,182452224,0.3212890625
16,0,4,periodic,33554432,184549376,0.3046875
16,0,4,periodic,35651584,186646528,0.328125
16,0,4,periodic,37748736,188743680,0.318359375
16,0,4,periodic,39845888,190840832,0.326171875
16,0,4,periodic,41943040,192937984,0.3212890625
16,0,4,periodic,44040192,195035136,0.32421875
16,0,4,periodic,46137344,197132288,0.3125
