checkpoint_success_rate,cosine_all,cosine_policy,cosine_shared,cosine_value,current_batch_mean_reward,diversity,event,norm_current_all,norm_current_policy,norm_current_shared,norm_current_value,norm_previous_all,norm_previous_policy,norm_previous_shared,norm_previous_value,phase,phase_env_steps,phase_fraction,previous_batch_mean_reward,previous_distribution_count,seed,total_env_steps,wall_time_seconds,subsequent_specialization_gain
0.5625,0.02693196013569832,-0.2057780921459198,0.12477987259626389,-0.049433428794145584,0.006378173828125,4,gradient_diagnostic,0.07799632102251053,0.0686744675040245,0.036417800933122635,0.006402147468179464,0.5970221757888794,0.09969449043273926,0.5879680514335632,0.02810775674879551,3,25165824,0.5,0.0042724609375,2,1,125829120,2070.662605524063,-0.0234375
0.615234375,-0.07005352526903152,-0.03181741014122963,-0.11075116693973541,0.03976796194911003,0.00543212890625,4,gradient_diagnostic,0.06170951947569847,0.04848647117614746,0.03781386464834213,0.005219066049903631,0.3553237318992615,0.08487570285797119,0.33876195549964905,0.06550875306129456,3,50331648,1.0,0.004974365234375,2,1,150994944,334.803603887558,-0.076171875
0.46875,0.25229254364967346,0.4570322334766388,0.10838055610656738,0.8618707060813904,0.003143310546875,4,gradient_diagnostic,0.18130311369895935,0.08769986778497696,0.14243921637535095,0.06993301212787628,0.16462838649749756,0.0878492072224617,0.13555018603801727,0.0317988321185112,4,0,0.0,0.005279541015625,3,1,150994944,358.4425036907196,-0.0947265625
0.50390625,-0.06640063971281052,-0.10634536296129227,-0.0318063423037529,0.43067118525505066,0.00347900390625,4,gradient_diagnostic,0.06755243241786957,0.05671935901045799,0.03625587373971939,0.005635361652821302,0.07777513563632965,0.05051121115684509,0.058368049561977386,0.009526846930384636,4,25165824,0.5,0.006988525390625,3,1,176160768,1170.0932023525238,-0.1298828125
0.462890625,-0.14533419907093048,-0.24950625002384186,-0.044102974236011505,0.28230932354927063,0.0040283203125,4,gradient_diagnostic,0.07100734859704971,0.06172455474734306,0.03489578887820244,0.0037955830339342356,0.08089255541563034,0.048916615545749664,0.0628337413072586,0.01423694659024477,4,50331648,1.0,0.005950927734375,3,1,201326592,1940.3042039871216,-0.0888671875
0.330078125,-0.0944686010479927,-0.18357756733894348,0.10387526452541351,0.7014493346214294,0.002655029296875,4,gradient_diagnostic,0.10250892490148544,0.08729514479637146,0.04290994629263878,0.03234772011637688,0.0439111664891243,0.04127052426338196,0.012746312655508518,0.007903549820184708,2,0,0.0,0.011749267578125,1,2,50331648,1366.5113818645477,-0.0458984375
0.3359375,-0.17416760325431824,-0.17084965109825134,-0.20550692081451416,-0.748230516910553,0.002655029296875,4,gradient_diagnostic,0.06652642041444778,0.06393091380596161,0.01692662388086319,0.007217463105916977,0.09645304828882217,0.06419158726930618,0.06142180413007736,0.03754986822605133,2,25165824,0.5,0.010498046875,1,2,75497472,2047.808518409729,-0.0517578125
0.333984375,0.517900824546814,0.6116836071014404,0.5596883893013,0.7696144580841064,0.002655029296875,4,gradient_diagnostic,0.10999847948551178,0.09879089146852493,0.04788842052221298,0.006835487205535173,0.16338323056697845,0.09443561732769012,0.12554441392421722,0.044884175062179565,2,50331648,1.0,0.012481689453125,1,2,100663296,97.01673674583435,-0.0498046875
0.5859375,0.6317108869552612,0.35250645875930786,0.8355154395103455,0.9049123525619507,0.0068359375,4,gradient_diagnostic,0.19454388320446014,0.12055891752243042,0.15071633458137512,0.024442855268716812,0.15066953003406525,0.10193328559398651,0.10901405662298203,0.02066037431359291,3,0,0.0,0.00634765625,2,2,100663296,105.62339568138123,-0.0556640625
0.59375,0.23284995555877686,0.335798442363739,0.018298830837011337,0.6548586487770081,0.0072021484375,4,gradient_diagnostic,0.05942777544260025,0.04909868538379669,0.033057037740945816,0.005311458837240934,0.08720938116312027,0.06505977362394333,0.04978477954864502,0.02990281768143177,3,25165824,0.5,0.004608154296875,2,2,125829120,782.3696703910828,-0.0634765625
0.560546875,0.17131534218788147,0.17846128344535828,0.15898390114307404,0.4992006719112396,0.006378173828125,4,gradient_diagnostic,0.06642179191112518,0.05579596385359764,0.03566218912601471,0.005183908622711897,0.11542075872421265,0.08114694803953171,0.07905099540948868,0.022092176601290703,3,50331648,1.0,0.0064697265625,2,2,150994944,1462.2978825569153,-0.0302734375
0.4765625,0.18167436122894287,0.14420285820960999,0.20150446891784668,0.5087658166885376,0.003662109375,4,gradient_diagnostic,0.15550264716148376,0.10325123369693756,0.1145857572555542,0.01975763589143753,0.07166150957345963,0.050190966576337814,0.04914937540888786,0.014162549749016762,4,0,0.0,0.0062255859375,3,2,150994944,1472.461899280548,-0.09375
