diversity,seed,phase,kind,phase_env_steps,total_env_steps,success_rate,success_depth_1,success_depth_2,success_depth_3,success_depth_4,success_depth_5,success_depth_6
4,3,4,phase_end,50331648,201326592,0.3662109375,0.7526881720430108,0.8159509202453987,0.2784090909090909,0.30113636363636365,0.0,0.0
4,4,1,phase_start,0,0,0.0546875,0.17613636363636365,0.0880503144654088,0.05625,0.012422360248447204,0.0,0.0
4,4,1,periodic,2097152,2097152,0.6923828125,1.0,1.0,0.8693181818181818,0.625,0.3597122302158273,0.0
4,4,1,periodic,4194304,4194304,0.712890625,1.0,1.0,0.8373493975903614,0.6167664670658682,0.29545454545454547,0.0
4,4,1,periodic,6291456,6291456,0.7158203125,1.0,1.0,0.821256038647343,0.6729559748427673,0.3586206896551724,0.0
4,4,1,periodic,8388608,8388608,0.634765625,1.0,1.0,0.765625,0.5485714285714286,0.24324324324324326,0.0
4,4,1,periodic,10485760,10485760,0.7275390625,1.0,1.0,0.8218390804597702,0.6440677966101694,0.37815126050420167,0.0
4,4,1,periodic,12582912,12582912,0.689453125,1.0,1.0,0.8362573099415205,0.5900621118012422,0.31386861313868614,0.0
4,4,1,periodic,14680064,14680064,0.6806640625,1.0,1.0,0.8305084745762712,0.5463917525773195,0.3247863247863248,0.0
4,4,1,periodic,16777216,16777216,0.70703125,1.0,1.0,0.8305084745762712,0.6703296703296703,0.35384615384615387,0.0
4,4,1,periodic,18874368,18874368,0.697265625,1.0,1.0,0.8457142857142858,0.6557377049180327,0.3237410071942446,0.0
4,4,1,periodic,20971520,20971520,0.705078125,1.0,1.0,0.8638743455497382,0.6335403726708074,0.34355828220858897,0.0
4,4,1,periodic,23068672,23068672,0.7431640625,1.0,1.0,0.8157894736842105,0.7102272727272727,0.3858267716535433,0.0
4,4,1,periodic,25165824,25165824,0.7080078125,1.0,1.0,0.8563829787234043,0.6352201257861635,0.41304347826086957,0.0
4,4,1,periodic,27262976,27262976,0.7109375,1.0,1.0,0.8275862068965517,0.6013513513513513,0.4148148148148148,0.0
4,4,1,periodic,29360128,29360128,0.6943359375,1.0,1.0,0.8502673796791443,0.581151832460733,0.3933333333333333,0.0
4,4,1,periodic,31457280,31457280,0.6787109375,1.0,1.0,0.8202247191011236,0.5714285714285714,0.31788079470198677,0.0
4,4,1,periodic,33554432,33554432,0.693359375,1.0,1.0,0.8478260869565217,0.5617977528089888,0.3310344827586207,0.0
4,4,1,periodic,35651584,35651584,0.6904296875,1.0,1.0,0.8253012048192772,0.5668789808917197,0.3522012578616352,0.0
4,4,1,periodic,37748736,37748736,0.72265625,1.0,1.0,0.8783068783068783,0.7080745341614907,0.3925925925925926,0.0
4,4,1,periodic,39845888,39845888,0.6591796875,1.0,1.0,0.7802197802197802,0.592814371257485,0.2945205479452055,0.0
4,4,1,periodic,41943040,41943040,0.6689453125,1.0,1.0,0.7881773399014779,0.6066666666666667,0.31875,0.0
4,4,1,periodic,44040192,44040192,0.6728515625,1.0,1.0,0.8181818181818182,0.5855263157894737,0.345679012345679,0.0
4,4,1,periodic,46137344,46137344,0.7314453125,1.0,1.0,0.8360655737704918,0.6875,0.39855072463768115,0.0
4,4,1,periodic,48234496,48234496,0.6689453125,1.0,1.0,0.8186813186813187,0.5802469135802469,0.3170731707317073,0.0
4,4,1,periodic,50331648,50331648,0.68359375,1.0,1.0,0.8206521739130435,0.6423357664233577,0.3225806451612903,0.0
4,4,1,phase_end,50331648,50331648,0.68359375,1.0,1.0,0.8206521739130435,0.6423357664233577,0.3225806451612903,0.0
4,4,2,phase_start,0,50331648,0.2939453125,1.0,0.3,0.28160919540229884,0.0,0.0,0.0
4,4,2,periodic,2097152,52428800,0.2822265625,1.0,0.2727272727272727,0.2875,0.0,0.0,0.0
4,4,2,periodic,4194304,54525952,0.283203125,1.0,0.2824858757062147,0.3068181818181818,0.0,0.0,0.0
4,4,2,periodic,6291456,56623104,0.27734375,1.0,0.2621951219512195,0.25625,0.0,0.0,0.0
4,4,2,periodic,8388608,58720256,0.2861328125,1.0,0.3277777777777778,0.3072289156626506,0.0,0.0,0.0
4,4,2,periodic,10485760,60817408,0.2744140625,1.0,0.2529411764705882,0.3179190751445087,0.0,0.0,0.0
4,4,2,periodic,12582912,62914560,0.2861328125,1.0,0.25925925925925924,0.2733333333333333,0.0,0.0,0.0
4,4,2,periodic,14680064,65011712,0.2734375,1.0,0.2956989247311828,0.25308641975308643,0.0,0.0,0.0
4,4,2,periodic,16777216,67108864,0.3076171875,1.0,0.27672955974842767,0.33714285714285713,0.0,0.0,0.0
4,4,2,periodic,18874368,69206016,0.2734375,1.0,0.27419354838709675,0.25625,0.0,0.0,0.0
4,4,2,periodic,20971520,71303168,0.3271484375,1.0,0.32142857142857145,0.2894736842105263,0.0,0.0,0.0
4,4,2,periodic,23068672,73400320,0.291015625,1.0,0.2972972972972973,0.33986928104575165,0.0,0.0,0.0
4,4,2,periodic,25165824,75497472,0.29296875,1.0,0.32947976878612717,0.3125,0.0,0.0,0.0
4,4,2,periodic,27262976,77594624,0.30078125,1.0,0.27388535031847133,0.3018867924528302,0.0,0.0,0.0
4,4,2,periodic,29360128,79691776,0.30078125,1.0,0.2598870056497175,0.313953488372093,0.0,0.0,0.0
4,4,2,periodic,31457280,81788928,0.3037109375,1.0,0.27647058823529413,0.35714285714285715,0.0,0.0,0.0
4,4,2,periodic,33554432,83886080,0.2900390625,1.0,0.3247422680412371,0.27167630057803466,0.0,0.0,0.0
4,4,2,periodic,35651584,85983232,0.3037109375,1.0,0.23118279569892472,0.2945205479452055,0.0,0.0,0.0
4,4,2,periodic,37748736,88080384,0.2734375,1.0,0.2874251497005988,0.2682926829268293,0.0,0.0,0.0
4,4,2,periodic,39845888,90177536,0.2958984375,1.0,0.2982456140350877,0.27058823529411763,0.0,0.0,0.0
4,4,2,periodic,41943040,92274688,0.2978515625,1.0,0.27044025157232704,0.29545454545454547,0.0,0.0,0.0
4,4,2,periodic,44040192,94371840,0.275390625,1.0,0.25862068965517243,0.2751677852348993,0.0,0.0,0.0
4,4,2,periodic,46137344,96468992,0.3017578125,1.0,0.30434782608695654,0.2733333333333333,0.0,0.0,0.0
4,4,2,periodic,48234496,98566144,0.2919921875,1.0,0.22727272727272727,0.25316455696202533,0.0,0.0,0.0
4,4,2,periodic,50331648,100663296,0.2724609375,1.0,0.3136094674556213,0.24157303370786518,0.0,0.0,0.0
4,4,2,phase_end,50331648,100663296,0.2724609375,1.0,0.3136094674556213,0.24157303370786518,0.0,0.0,0.0
4,4,3,phase_start,0,100663296,0.546875,1.0,0.782608695652174,0.5882352941176471,0.6231155778894473,0.0,0.0
4,4,3,periodic,2097152,102760448,0.5263671875,1.0,0.8297872340425532,0.56353591160221,0.5823529411764706,0.0,0.0
4,4,3,periodic,4194304,104857600,0.5595703125,1.0,0.797979797979798,0.6443298969072165,0.5614035087719298,0.0,0.0
4,4,3,periodic,6291456,106954752,0.541015625,1.0,0.7692307692307693,0.5935828877005348,0.6,0.0,0.0
4,4,3,periodic,8388608,109051904,0.5166015625,1.0,0.7393617021276596,0.5824175824175825,0.550561797752809,0.0,0.0
4,4,3,periodic,10485760,111149056,0.544921875,1.0,0.8131313131313131,0.5,0.5974842767295597,0.0,0.0
4,4,3,periodic,12582912,113246208,0.52734375,1.0,0.8055555555555556,0.6139240506329114,0.5217391304347826,0.0,0.0
4,4,3,periodic,14680064,115343360,0.5537109375,1.0,0.8097826086956522,0.6060606060606061,0.5956284153005464,0.0,0.0
4,4,3,periodic,16777216,117440512,0.533203125,1.0,0.8032786885245902,0.5918367346938775,0.5031055900621118,0.0,0.0
4,4,3,periodic,18874368,119537664,0.544921875,1.0,0.7961165048543689,0.5862068965517241,0.627906976744186,0.0,0.0
4,4,3,periodic,20971520,121634816,0.5263671875,1.0,0.7734806629834254,0.6130952380952381,0.5449101796407185,0.0,0.0
4,4,3,periodic,23068672,123731968,0.548828125,1.0,0.8033707865168539,0.6882352941176471,0.5808383233532934,0.0,0.0
4,4,3,periodic,25165824,125829120,0.5458984375,1.0,0.850828729281768,0.5975609756097561,0.5962732919254659,0.0,0.0
4,4,3,periodic,27262976,127926272,0.5263671875,1.0,0.7377049180327869,0.6296296296296297,0.5352941176470588,0.0,0.0
4,4,3,periodic,29360128,130023424,0.5537109375,1.0,0.8306878306878307,0.6181818181818182,0.553072625698324,0.0,0.0
4,4,3,periodic,31457280,132120576,0.5283203125,1.0,0.7738693467336684,0.541095890410959,0.5423728813559322,0.0,0.0
4,4,3,periodic,33554432,134217728,0.5361328125,1.0,0.8162162162162162,0.5406976744186046,0.5614035087719298,0.0,0.0
4,4,3,periodic,35651584,136314880,0.537109375,1.0,0.7614213197969543,0.5657894736842105,0.6666666666666666,0.0,0.0
4,4,3,periodic,37748736,138412032,0.55078125,1.0,0.8357487922705314,0.6265822784810127,0.5418994413407822,0.0,0.0
4,4,3,periodic,39845888,140509184,0.5361328125,1.0,0.7757575757575758,0.5542168674698795,0.5365853658536586,0.0,0.0
4,4,3,periodic,41943040,142606336,0.5341796875,1.0,0.8210526315789474,0.5180722891566265,0.6022099447513812,0.0,0.0
4,4,3,periodic,44040192,144703488,0.517578125,1.0,0.8285714285714286,0.5657894736842105,0.5340909090909091,0.0,0.0
4,4,3,periodic,46137344,146800640,0.5302734375,1.0,0.7817258883248731,0.5858585858585859,0.6280487804878049,0.0,0.0
4,4,3,periodic,48234496,148897792,0.5537109375,1.0,0.8051282051282052,0.5911949685534591,0.6071428571428571,0.0,0.0
4,4,3,periodic,50331648,150994944,0.5517578125,1.0,0.8341232227488151,0.5469613259668509,0.5625,0.0,0.0
4,4,3,phase_end,50331648,150994944,0.5517578125,1.0,0.8341232227488151,0.5469613259668509,0.5625,0.0,0.0
4,4,4,phase_start,0,150994944,0.390625,0.817258883248731,0.786096256684492,0.30718954248366015,0.2848101265822785,0.0,0.0
4,4,4,periodic,2097152,153092096,0.419921875,0.8138297872340425,0.8423645320197044,0.2980132450331126,0.33516483516483514,0.0,0.0
4,4,4,periodic,4194304,155189248,0.3759765625,0.7964071856287425,0.801980198019802,0.32450331125827814,0.24260355029585798,0.0,0.0
4,4,4,periodic,6291456,157286400,0.4189453125,0.7952380952380952,0.8020833333333334,0.2894736842105263,0.3595505617977528,0.0,0.0
4,4,4,periodic,8388608,159383552,0.4150390625,0.8153846153846154,0.7978723404255319,0.3160919540229885,0.3333333333333333,0.0,0.0
4,4,4,periodic,10485760,161480704,0.419921875,0.8063063063063063,0.8186528497409327,0.2916666666666667,0.2914285714285714,0.0,0.0
4,4,4,periodic,12582912,163577856,0.392578125,0.7760416666666666,0.8020304568527918,0.2756756756756757,0.2953020134228188,0.0,0.0
4,4,4,periodic,14680064,165675008,0.4091796875,0.8203592814371258,0.8325123152709359,0.3236994219653179,0.31666666666666665,0.0,0.0
4,4,4,periodic,16777216,167772160,0.3671875,0.7740112994350282,0.7512953367875648,0.3107344632768362,0.2671232876712329,0.0,0.0
4,4,4,periodic,18874368,169869312,0.4052734375,0.8316326530612245,0.7823834196891192,0.24074074074074073,0.3974358974358974,0.0,0.0
4,4,4,periodic,20971520,171966464,0.396484375,0.7673267326732673,0.796875,0.33783783783783783,0.294478527607362,0.0,0.0
4,4,4,periodic,23068672,174063616,0.3681640625,0.8022598870056498,0.8011363636363636,0.25748502994011974,0.31097560975609756,0.0,0.0
4,4,4,periodic,25165824,176160768,0.404296875,0.8032786885245902,0.8636363636363636,0.30666666666666664,0.31645569620253167,0.0,0.0
4,4,4,periodic,27262976,178257920,0.380859375,0.8181818181818182,0.8121546961325967,0.2742857142857143,0.2602040816326531,0.0,0.0
4,4,4,periodic,29360128,180355072,0.4072265625,0.851063829787234,0.7961165048543689,0.2543352601156069,0.29878048780487804,0.0,0.0
4,4,4,periodic,31457280,182452224,0.396484375,0.8282828282828283,0.7586206896551724,0.2962962962962963,0.3333333333333333,0.0,0.0
4,4,4,periodic,33554432,184549376,0.3720703125,0.788659793814433,0.8187134502923976,0.2727272727272727,0.2754491017964072,0.0,0.0
4,4,4,periodic,35651584,186646528,0.396484375,0.7692307692307693,0.842391304347826,0.29714285714285715,0.2722222222222222,0.0,0.0
4,4,4,periodic,37748736,188743680,0.412109375,0.7548076923076923,0.8029556650246306,0.3271604938271605,0.28488372093023256,0.0,0.0
4,4,4,periodic,39845888,190840832,0.404296875,0.8090452261306532,0.8081395348837209,0.34615384615384615,0.3072289156626506,0.0,0.0
4,4,4,periodic,41943040,192937984,0.3720703125,0.7783783783783784,0.7783783783783784,0.23563218390804597,0.30952380952380953,0.0,0.0
4,4,4,periodic,44040192,195035136,0.4169921875,0.7842105263157895,0.7989949748743719,0.29936305732484075,0.3891891891891892,0.0,0.0
4,4,4,periodic,46137344,197132288,0.3955078125,0.82,0.8181818181818182,0.2981366459627329,0.2916666666666667,0.0,0.0
4,4,4,periodic,48234496,199229440,0.416015625,0.8663101604278075,0.8247422680412371,0.3576158940397351,0.26737967914438504,0.0,0.0
4,4,4,periodic,50331648,201326592,0.38671875,0.7810945273631841,0.8333333333333334,0.2541436464088398,0.2550335570469799,0.0,0.0
4,4,4,phase_end,50331648,201326592,0.38671875,0.7810945273631841,0.8333333333333334,0.2541436464088398,0.2550335570469799,0.0,0.0
16,0,1,phase_start,0,0,0.0390625,0.16666666666666666,0.053691275167785234,0.011363636363636364,0.0,0.0,0.0
16,0,1,periodic,2097152,2097152,0.3310546875,0.7470588235294118,0.5862068965517241,0.358695652173913,0.22818791946308725,0.060240963855421686,0.0
16,0,1,periodic,4194304,4194304,0.369140625,0.755,0.6051282051282051,0.3468208092485549,0.2483221476510067,0.07317073170731707,0.0
16,0,1,periodic,6291456,6291456,0.3408203125,0.7934782608695652,0.5934065934065934,0.3048128342245989,0.17105263157894737,0.07058823529411765,0.0
16,0,1,periodic,8388608,8388608,0.3369140625,0.7802197802197802,0.5575757575757576,0.36363636363636365,0.22023809523809523,0.09032258064516129,0.0
16,0,1,periodic,10485760,10485760,0.3447265625,0.6785714285714286,0.5868263473053892,0.43703703703703706,0.29508196721311475,0.04945054945054945,0.0
16,0,1,periodic,12582912,12582912,0.35546875,0.745945945945946,0.6120218579234973,0.3620689655172414,0.2716049382716049,0.041666666666666664,0.0
16,0,1,periodic,14680064,14680064,0.38671875,0.7360406091370558,0.7052023121387283,0.3941176470588235,0.30113636363636365,0.0661764705882353,0.0
16,0,1,periodic,16777216,16777216,0.3701171875,0.7524752475247525,0.6182795698924731,0.3058823529411765,0.25625,0.1357142857142857,0.0
16,0,1,periodic,18874368,18874368,0.3671875,0.7422680412371134,0.6910112359550562,0.30625,0.2346368715083799,0.11464968152866242,0.0
16,0,1,periodic,20971520,20971520,0.3515625,0.7325581395348837,0.580110497237569,0.4263157894736842,0.23030303030303031,0.06493506493506493,0.0
16,0,1,periodic,23068672,23068672,0.3466796875,0.7526315789473684,0.7006802721088435,0.2988505747126437,0.2275132275132275,0.08484848484848485,0.0
16,0,1,periodic,25165824,25165824,0.34375,0.7133757961783439,0.6047619047619047,0.3431952662721893,0.23170731707317074,0.10429447852760736,0.0
16,0,1,periodic,27262976,27262976,0.359375,0.8118279569892473,0.6666666666666666,0.31137724550898205,0.19161676646706588,0.07586206896551724,0.0
16,0,1,periodic,29360128,29360128,0.376953125,0.7823834196891192,0.6336633663366337,0.3081761006289308,0.25,0.10828025477707007,0.0
16,0,1,periodic,31457280,31457280,0.3251953125,0.7754010695187166,0.5632911392405063,0.3485714285714286,0.20754716981132076,0.029069767441860465,0.0
16,0,1,periodic,33554432,33554432,0.369140625,0.732620320855615,0.5870646766169154,0.3697916666666667,0.26011560693641617,0.056910569105691054,0.0
16,0,1,periodic,35651584,35651584,0.33203125,0.7215909090909091,0.6111111111111112,0.3082191780821918,0.21428571428571427,0.06358381502890173,0.0
16,0,1,periodic,37748736,37748736,0.3740234375,0.7596153846153846,0.5913978494623656,0.34545454545454546,0.25,0.10666666666666667,0.0
16,0,1,periodic,39845888,39845888,0.361328125,0.7512953367875648,0.6078431372549019,0.3651685393258427,0.17985611510791366,0.06832298136645963,0.0
16,0,1,periodic,41943040,41943040,0.318359375,0.710691823899371,0.6079545454545454,0.3595505617977528,0.21084337349397592,0.044585987261146494,0.0
16,0,1,periodic,44040192,44040192,0.37109375,0.7521739130434782,0.5977011494252874,0.375,0.22839506172839505,0.03636363636363636,0.0
16,0,1,periodic,46137344,46137344,0.3232421875,0.679144385026738,0.6226415094339622,0.3016759776536313,0.20987654320987653,0.10119047619047619,0.0
16,0,1,periodic,48234496,48234496,0.357421875,0.7772020725388601,0.5487179487179488,0.3485714285714286,0.24528301886792453,0.05844155844155844,0.0
16,0,1,periodic,50331648,50331648,0.3583984375,0.7624309392265194,0.5978835978835979,0.3695652173913043,0.2057142857142857,0.08108108108108109,0.0
16,0,1,phase_end,50331648,50331648,0.3583984375,0.7624309392265194,0.5978835978835979,0.3695652173913043,0.2057142857142857,0.08108108108108109,0.0
16,0,2,phase_start,0,50331648,0.5126953125,0.9463414634146341,0.7663043478260869,0.5977653631284916,0.2913907284768212,0.23636363636363636,0.0
16,0,2,periodic,2097152,52428800,0.5078125,0.9543147208121827,0.8055555555555556,0.5808080808080808,0.20689655172413793,0.2692307692307692,0.0
16,0,2,periodic,4194304,54525952,0.51171875,0.9655172413793104,0.7848837209302325,0.5363128491620112,0.208955223880597,0.2808219178082192,0.0
16,0,2,periodic,6291456,56623104,0.52734375,0.937799043062201,0.813953488372093,0.6230366492146597,0.2413793103448276,0.29239766081871343,0.0
16,0,2,periodic,8388608,58720256,0.537109375,0.9674418604651163,0.7918552036199095,0.6211180124223602,0.19858156028368795,0.29770992366412213,0.0
16,0,2,periodic,10485760,60817408,0.51171875,0.9608938547486033,0.7920792079207921,0.5675675675675675,0.3063583815028902,0.22077922077922077,0.0
16,0,2,periodic,12582912,62914560,0.517578125,0.9509803921568627,0.7632850241545893,0.5469613259668509,0.25165562913907286,0.2867132867132867,0.0
16,0,2,periodic,14680064,65011712,0.5283203125,0.9711538461538461,0.8168316831683168,0.6234567901234568,0.21518987341772153,0.24375,0.0
16,0,2,periodic,16777216,67108864,0.513671875,0.9324324324324325,0.8391959798994975,0.5359477124183006,0.25316455696202533,0.19736842105263158,0.0
16,0,2,periodic,18874368,69206016,0.525390625,0.967391304347826,0.7843137254901961,0.5685279187817259,0.27388535031847133,0.27607361963190186,0.0
16,0,2,periodic,20971520,71303168,0.4931640625,0.9411764705882353,0.8051282051282052,0.6071428571428571,0.17880794701986755,0.26380368098159507,0.0
16,0,2,periodic,23068672,73400320,0.5205078125,0.9330143540669856,0.7942583732057417,0.625,0.2709677419354839,0.176056338028169,0.0
16,0,2,periodic,25165824,75497472,0.5146484375,0.9690721649484536,0.8360655737704918,0.5416666666666666,0.2564102564102564,0.26582278481012656,0.0
16,0,2,periodic,27262976,77594624,0.50390625,0.9597701149425287,0.7967914438502673,0.5970873786407767,0.22839506172839505,0.2962962962962963,0.0
16,0,2,periodic,29360128,79691776,0.5087890625,0.965,0.8172043010752689,0.5297297297297298,0.2206896551724138,0.24864864864864866,0.0
16,0,2,periodic,31457280,81788928,0.5146484375,0.9538461538461539,0.8029556650246306,0.5764705882352941,0.2517482517482518,0.2875816993464052,0.0
16,0,2,periodic,33554432,83886080,0.5126953125,0.9689119170984456,0.8010471204188482,0.5670731707317073,0.2787878787878788,0.2658959537572254,0.0
16,0,2,periodic,35651584,85983232,0.5048828125,0.9603960396039604,0.8275862068965517,0.5483870967741935,0.24861878453038674,0.21768707482993196,0.0
16,0,2,periodic,37748736,88080384,0.521484375,0.9433962264150944,0.8225806451612904,0.5911602209944752,0.2558139534883721,0.22388059701492538,0.0
16,0,2,periodic,39845888,90177536,0.5224609375,0.9392523364485982,0.8296703296703297,0.6063829787234043,0.21678321678321677,0.24675324675324675,0.0
16,0,2,periodic,41943040,92274688,0.513671875,0.9488372093023256,0.8070175438596491,0.5714285714285714,0.2905405405405405,0.2662337662337662,0.0
16,0,2,periodic,44040192,94371840,0.51171875,0.9629629629629629,0.7914438502673797,0.6096256684491979,0.24858757062146894,0.2465753424657534,0.0
16,0,2,periodic,46137344,96468992,0.517578125,0.9528795811518325,0.8226600985221675,0.5614035087719298,0.302158273381295,0.26380368098159507,0.0
16,0,2,periodic,48234496,98566144,0.5224609375,0.9296482412060302,0.8159203980099502,0.5824742268041238,0.23776223776223776,0.2549019607843137,0.0
16,0,2,periodic,50331648,100663296,0.509765625,0.9389671361502347,0.796875,0.5393939393939394,0.21935483870967742,0.3108108108108108,0.0
16,0,2,phase_end,50331648,100663296,0.509765625,0.9389671361502347,0.796875,0.5393939393939394,0.21935483870967742,0.3108108108108108,0.0
16,0,3,phase_start,0,100663296,0.5107421875,0.9568965517241379,0.7619047619047619,0.6568047337278107,0.3087248322147651,0.0,0.0
16,0,3,periodic,2097152,102760448,0.474609375,0.9436619718309859,0.7650602409638554,0.6134020618556701,0.23353293413173654,0.0,0.0
16,0,3,periodic,4194304,104857600,0.5146484375,0.9576271186440678,0.712707182320442,0.6384180790960452,0.3933333333333333,0.0,0.0
16,0,3,periodic,6291456,106954752,0.5009765625,0.9633507853403142,0.8046511627906977,0.5642458100558659,0.3716216216216216,0.0,0.0
16,0,3,periodic,8388608,109051904,0.4609375,0.9319371727748691,0.7604166666666666,0.5114942528735632,0.3710691823899371,0.0,0.0
16,0,3,periodic,10485760,111149056,0.4619140625,0.9560975609756097,0.7283236994219653,0.5911602209944752,0.2894736842105263,0.0,0.0
16,0,3,periodic,12582912,113246208,0.4560546875,0.9414634146341463,0.6741573033707865,0.5706521739130435,0.296969696969697,0.0,0.0
16,0,3,periodic,14680064,115343360,0.5087890625,0.9758454106280193,0.805,0.6075268817204301,0.28662420382165604,0.0,0.0
16,0,3,periodic,16777216,117440512,0.40234375,0.9289617486338798,0.7212121212121212,0.5094339622641509,0.2545454545454545,0.0,0.0
16,0,3,periodic,18874368,119537664,0.4892578125,0.9605911330049262,0.7461928934010152,0.6206896551724138,0.29310344827586204,0.0,0.0
16,0,3,periodic,20971520,121634816,0.486328125,0.9490740740740741,0.8076923076923077,0.5977011494252874,0.26582278481012656,0.0,0.0
16,0,3,periodic,23068672,123731968,0.4521484375,0.9464285714285714,0.7421052631578947,0.5754189944134078,0.3409090909090909,0.0,0.0
16,0,3,periodic,25165824,125829120,0.4638671875,0.919431279620853,0.7821229050279329,0.4891304347826087,0.30357142857142855,0.0,0.0
16,0,3,periodic,27262976,127926272,0.48828125,0.964824120603015,0.7631578947368421,0.5846994535519126,0.34355828220858897,0.0,0.0
16,0,3,periodic,29360128,130023424,0.5068359375,0.9817351598173516,0.7524752475247525,0.6206896551724138,0.2913907284768212,0.0,0.0
16,0,3,periodic,31457280,132120576,0.490234375,0.9655172413793104,0.7121212121212122,0.659217877094972,0.3263888888888889,0.0,0.0
16,0,3,periodic,33554432,134217728,0.505859375,0.9516908212560387,0.8206521739130435,0.5898876404494382,0.3651685393258427,0.0,0.0
16,0,3,periodic,35651584,136314880,0.5009765625,0.9248826291079812,0.8235294117647058,0.5439560439560439,0.3795180722891566,0.0,0.0
16,0,3,periodic,37748736,138412032,0.5029296875,0.9732142857142857,0.8192090395480226,0.575,0.36585365853658536,0.0,0.0
16,0,3,periodic,39845888,140509184,0.5048828125,0.9691629955947136,0.7734806629834254,0.5806451612903226,0.3872832369942196,0.0,0.0
16,0,3,periodic,41943040,142606336,0.466796875,0.934010152284264,0.755,0.5240963855421686,0.34146341463414637,0.0,0.0
16,0,3,periodic,44040192,144703488,0.5,0.9605911330049262,0.7722222222222223,0.6082474226804123,0.38961038961038963,0.0,0.0
16,0,3,periodic,46137344,146800640,0.5029296875,0.9780701754385965,0.7803468208092486,0.6117021276595744,0.3157894736842105,0.0,0.0
16,0,3,periodic,48234496,148897792,0.4716796875,0.9738219895287958,0.7891891891891892,0.5531914893617021,0.29559748427672955,0.0,0.0
16,0,3,periodic,50331648,150994944,0.4814453125,0.9759615384615384,0.7802197802197802,0.5738636363636364,0.26704545454545453,0.0,0.0
16,0,3,phase_end,50331648,150994944,0.4814453125,0.9759615384615384,0.7802197802197802,0.5738636363636364,0.26704545454545453,0.0,0.0
16,0,4,phase_start,0,150994944,0.3232421875,0.6892655367231638,0.601123595505618,0.40963855421686746,0.15789473684210525,0.06060606060606061,0.0
16,0,4,periodic,2097152,153092096,0.33984375,0.7158469945355191,0.5348837209302325,0.4,0.2185430463576159,0.08641975308641975,0.0
16,0,4,periodic,4194304,155189248,0.3330078125,0.6616161616161617,0.5894736842105263,0.35443037974683544,0.17365269461077845,0.08227848101265822,0.0
16,0,4,periodic,6291456,157286400,0.3046875,0.6149425287356322,0.5524861878453039,0.34705882352941175,0.2088607594936709,0.07222222222222222,0.0
16,0,4,periodic,8388608,159383552,0.33203125,0.718562874251497,0.5473684210526316,0.39204545454545453,0.18285714285714286,0.09316770186335403,0.0
16,0,4,periodic,10485760,161480704,0.31640625,0.7241379310344828,0.45,0.3463687150837989,0.24561403508771928,0.09027777777777778,0.0
16,0,4,periodic,12582912,163577856,0.3115234375,0.6557377049180327,0.5053763440860215,0.3192771084337349,0.22674418604651161,0.08666666666666667,0.0
16,0,4,periodic,14680064,165675008,0.3466796875,0.7,0.56875,0.4065934065934066,0.2125,0.10526315789473684,0.0
16,0,4,periodic,16777216,167772160,0.3076171875,0.6534090909090909,0.5434782608695652,0.3719512195121951,0.1781609195402299,0.046511627906976744,0.0
16,0,4,periodic,18874368,169869312,0.310546875,0.6871794871794872,0.5256410256410257,0.35294117647058826,0.2125,0.04878048780487805,0.0
16,0,4,periodic,20971520,171966464,0.3134765625,0.7303370786516854,0.49162011173184356,0.3532934131736527,0.17006802721088435,0.11046511627906977,0.0
16,0,4,periodic,23068672,174063616,0.326171875,0.7283236994219653,0.574585635359116,0.3448275862068966,0.20245398773006135,0.059782608695652176,0.0
16,0,4,periodic,25165824,176160768,0.302734375,0.6256684491978609,0.5882352941176471,0.3076923076923077,0.16666666666666666,0.07142857142857142,0.0
16,0,4,periodic,27262976,178257920,0.3271484375,0.6839378238341969,0.6129032258064516,0.3333333333333333,0.16071428571428573,0.09195402298850575,0.0
16,0,4,periodic,29360128,180355072,0.310546875,0.6464088397790055,0.5615763546798029,0.3181818181818182,0.18633540372670807,0.05228758169934641,0.0
16,0,4,periodic,31457280,182452224,0.3212890625,0.6306818181818182,0.5675675675675675,0.3275862068965517,0.22826086956521738,0.09859154929577464,0.0
16,0,4,periodic,33554432,184549376,0.3046875,0.6703296703296703,0.5030674846625767,0.3118279569892473,0.27450980392156865,0.04790419161676647,0.0
16,0,4,periodic,35651584,186646528,0.328125,0.675392670157068,0.6107784431137725,0.3352272727272727,0.1945945945945946,0.06802721088435375,0.0
16,0,4,periodic,37748736,188743680,0.318359375,0.654320987654321,0.5707070707070707,0.3651685393258427,0.1746987951807229,0.08783783783783784,0.0
16,0,4,periodic,39845888,190840832,0.326171875,0.6467065868263473,0.5177664974619289,0.32954545454545453,0.2956989247311828,0.07236842105263158,0.0
16,0,4,periodic,41943040,192937984,0.3212890625,0.7061855670103093,0.5502958579881657,0.25274725274725274,0.25316455696202533,0.08227848101265822,0.0
16,0,4,periodic,44040192,195035136,0.32421875,0.7021276595744681,0.48255813953488375,0.422360248447205,0.22424242424242424,0.07142857142857142,0.0
16,0,4,periodic,46137344,197132288,0.3125,0.6627906976744186,0.4898989898989899,0.37349397590361444,0.2229299363057325,0.06857142857142857,0.0
16,0,4,periodic,48234496,199229440,0.30859375,0.6544502617801047,0.52046783625731,0.3765432098765432,0.19298245614035087,0.047058823529411764,0.0
16,0,4,periodic,50331648,201326592,0.3212890625,0.6421052631578947,0.5384615384615384,0.3508771929824561,0.29012345679012347,0.052941176470588235,0.0
